,Seed,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
19,20,0.0011272912199165896,0.00030060417488696884,0.04085764082711552,0.09515755165161804,0.4358837167825932,0.3048867487069734,0.3703852327447833,0.9,19.224719101123597,0.2041049306755282,-0.15789514801266358,0.13659398744603843,14.172098564788651,0.15984929336032594
20,21,0.10095316997009207,0.00016280878153719967,0.012893265152842797,0.0005135085577058864,0.2628968253968253,0.48115079365079366,0.3720238095238095,0.96,18.734375,0.23155279744115173,-0.1793738049713193,0.28944223187979284,11.936889845881478,0.16981101793877387
21,22,0.0047887854632171776,0.0010167198202037124,0.0054317506297659685,0.004056885787138438,0.39093701996927804,0.3259088581669226,0.3584229390681003,0.94,18.102150537634408,0.2216118162587533,-0.20706728046517106,0.2340841403146734,12.96532993492354,0.1607235238215884
22,23,0.009022415522863614,0.0004434016043953998,0.06277873156601706,0.3424563105990144,0.45212493599590375,0.19687660010240662,0.3245007680491552,0.94,19.666666666666668,0.19336279588570618,-0.13853641578306963,0.07677453196283719,13.117609713199034,0.16012494016485995
23,24,0.009022415522863614,2.4043550482971015e-05,0.0003274439063267574,0.004038494935622117,0.3742959549411163,0.5194572452636969,0.4468766001024066,0.96,16.93010752688172,0.2200478963942197,-0.2584065536634463,0.22537517914948657,10.720443588822533,0.14805554249643846
24,25,0.024440999122121693,3.0384744475084494e-05,0.10232351595124807,0.536256097232526,0.2809523809523809,0.17301587301587298,0.22698412698412695,0.91,20.0,0.18898996183473477,-0.12393533808447765,0.05242364110496474,13.49567832060817,0.17311053073741553
25,26,0.00628373291681471,5.507116793582065e-07,0.016372726614208726,1.5807768823814467e-05,0.35421888053467,0.6199665831244778,0.4870927318295739,0.98,18.763157894736842,0.2409714103975012,-0.1781130211239902,0.3418914246593952,13.280346005571573,0.1508555192173074
26,27,0.024778483366181436,4.07305263937735e-05,0.05037539980668926,0.24587292747860925,0.4051069703243616,0.31538992408557626,0.36024844720496896,0.93,19.46195652173913,0.19617038984058213,-0.14750338197840074,0.09240910971527196,13.556290392858253,0.15397514097739637
27,28,0.038118974846443006,8.085297606541038e-06,0.047278237560511506,0.08883823976391951,0.27858034599607634,0.28241483859461386,0.2804975922953451,0.91,19.426966292134832,0.20641443387740885,-0.1490360671618325,0.14945485976576645,12.647678332449438,0.18356701686919902
28,29,0.0002502217886000149,1.0329443492119618e-05,0.003149230992294437,0.0009010101246786782,0.369431643625192,0.45494111623143885,0.4121863799283154,0.94,17.77956989247312,0.22872118792166043,-0.22119735565735682,0.2736739192574724,13.243879163556215,0.16399595797977487
29,30,0.004084121054469718,0.0016579398216691032,0.004265673216489393,0.1328620797578659,0.3101343101343101,0.3046398046398046,0.30738705738705735,0.93,17.994505494505493,0.20048759619513626,-0.21178248138095182,0.11645022802098655,12.183012516870923,0.14360250301528438
30,31,0.00846998488344569,4.736460570995193e-05,0.05303472543973796,0.3658390885429832,0.532258064516129,0.1866359447004608,0.35944700460829493,0.94,19.56989247311828,0.19350500132952594,-0.14277543834072542,0.07756642783665413,12.619022889990944,0.1795268472740641
31,32,0.00024085493729219759,0.0019183314058127622,0.0009582608181762432,0.001514170194418133,0.5150375939849624,0.43049289891395154,0.47276524644945694,0.96,17.33157894736842,0.22682065181597152,-0.240820807450575,0.2630904517072241,12.1214491330811,0.1679593342323637
32,33,0.004897407597785605,0.0006426223915738037,0.02019759369952899,0.7552667585507258,0.3908507223113964,0.1475833779204566,0.2692170501159265,0.92,18.837078651685392,0.17535822529520748,-0.17487505297675668,-0.023487066872521934,12.711530482049008,0.13237584118927778
33,34,0.033418598228823204,2.5446951764702742e-06,0.029047936179701007,2.7304083186081214e-06,0.2377501725327812,0.5762594893029676,0.40700483091787437,0.94,19.141304347826086,0.24956815726811457,-0.1615489838949811,0.3897639124645428,12.498549065129895,0.1630635738561154
34,35,0.0019408923145071027,0.0023554307170254992,0.021015693029003298,0.019689311476880425,0.48412698412698413,0.31587301587301586,0.4,0.92,18.805555555555557,0.21472624223965314,-0.1762558665044324,0.19574061767501066,13.760590758564524,0.16856215535376973
35,36,0.01543859383951049,4.908382625075759e-06,0.009422646415968218,0.0013498451183763215,0.3312060219276713,0.5101456390116185,0.42067583046964485,0.98,18.54639175257732,0.22596091614459055,-0.18760807897627585,0.25830286332486435,12.238835112815881,0.160273359591826
36,37,0.0058105720966738,1.8762373731093448e-06,0.001788378339739084,1.1313485655211476e-06,0.35912698412698413,0.5436507936507937,0.45138888888888895,0.98,17.677083333333332,0.2527283727645783,-0.22568659829654097,0.4073621249154934,11.889022240133496,0.16848878148361718
37,38,0.013602681591965279,1.4110704292124168e-05,0.03537768319677577,0.06373733760331335,0.38690476190476186,0.31448412698412703,0.3506944444444444,0.97,19.223958333333332,0.20737814432276327,-0.15792847210151228,0.15482144985353896,14.143400587020455,0.17254287558877449
38,39,0.04339220369976374,0.0006236877563987657,0.022087178509599303,0.022293529109819726,0.28909152313407627,0.400033772374198,0.34456264775413714,0.96,19.01595744680851,0.21086711013803744,-0.16703958341808714,0.17425036592587784,12.164093508840116,0.14063933197151918
39,40,0.0010095337433932107,0.0012786560965254064,0.001981334711602768,0.0007075434137425565,0.3632414369256474,0.43049289891395154,0.3968671679197995,0.95,17.642105263157895,0.2277501271646605,-0.2272187508576761,0.2682663976743436,12.587726511398385,0.15264239301006016
40,41,0.10410855638732462,0.0005739934990235043,0.028441144913843027,0.0005380669628675701,0.21921470342522972,0.4094402673350042,0.31432748538011696,0.95,19.18421052631579,0.231307401307146,-0.15966955455734758,0.2880757006082048,12.331827164651497,0.16864379242112224
41,42,0.013965196301236448,8.03125932382695e-05,0.008305195759901695,0.0003905194937255353,0.33829365079365076,0.46031746031746035,0.3993055555555556,0.97,18.479166666666668,0.23436984539758512,-0.19055275508430378,0.3051294558926189,11.95345065823626,0.1800967253168572
42,43,2.700300856798319e-05,5.0698983933218845e-05,0.00027370650361200206,0.0001279584811645824,0.5257936507936508,0.5436507936507937,0.5347222222222223,0.99,16.786458333333332,0.23055854627399744,-0.2646988527724666,0.2839055704436453,12.118715035979015,0.13107034861105848
43,44,0.046810511219209726,0.0024277606859972314,0.021860718776435258,0.01825936580115167,0.3211361737677527,0.3252297410192147,0.3231829573934837,0.95,19.026315789473685,0.2138453608168214,-0.16658585451983857,0.19083527547906384,12.148937233366423,0.16071135455321994
44,45,0.0004265788917476804,0.00010174580134055658,0.0016929274226384742,0.0004047205904270895,0.40868838763575605,0.28312447786132,0.34590643274853805,0.96,17.55263157894737,0.2370888664006685,-0.23113798750308756,0.32027079967895306,12.698005165381506,0.19613720623934122
45,46,0.00011139891820697895,7.800528926738882e-10,0.00021200329835031507,1.3624219125052875e-09,0.4939849624060149,0.6620718462823725,0.5780284043441937,0.97,16.721052631578946,0.2727635566938833,-0.2675638339722068,0.5189315491134059,11.46039307433574,0.17199096781224202
46,47,0.16932112894275309,0.0002662943169295113,0.067203637251353,0.09794500622475667,0.21225937183383983,0.42131036811887884,0.31678486997635935,0.96,19.73936170212766,0.20284577407401025,-0.1353521381998661,0.12958215378870536,12.976191111523773,0.15000041892108076
47,48,0.0048471320725963106,9.911177573087025e-06,0.0034547139034144104,5.725004539724264e-05,0.3610266801756164,0.3966565349544072,0.37884160756501184,0.96,17.9468085106383,0.24934018291174204,-0.213871763483252,0.38849439740732533,12.152941173892753,0.21604715624816184
48,49,0.01239602733484144,0.007621153679549669,0.10029579321245792,0.05467808366089682,0.3522785458269329,0.22964669738863286,0.29096262160778286,0.94,20.021505376344088,0.20777650403088505,-0.12299333307166518,0.15703978552820108,13.431209438511257,0.16292630248341503
49,50,0.00032141671069854156,1.0145647178115607e-09,0.0001250433447041117,1.6213885469363413e-09,0.4007936507936507,0.6894841269841269,0.5451388888888888,0.98,16.541666666666668,0.26767565974642055,-0.27542151920737,0.49059870551138424,11.31616346451197,0.1562148266250377
50,51,0.0014400904578845929,1.4918286633764233e-05,0.0008383436481690248,5.067883606953711e-06,0.35403726708074534,0.554520358868185,0.45427881297446515,0.94,17.184782608695652,0.2507854952228853,-0.24725096169106475,0.3965428716768601,12.248051617747285,0.17823328476704026
