,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.43281513941728805,0.09583184894905593,0.06866521868028896,0.1437732200111965,0.4865484573078146,0.032914785382626544,0.23339610158277768,0.3147742887678763,0.274085195175327,0.99,22.224489795918366,0.730803947018234,-0.056579642389957635,-0.07359427911653366,13.399688248159173,0.28880022050314014
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.0602241411220415,0.1459734502128517,0.03824290949024636,0.15526839466989092,0.9774160564944128,0.7483575483282472,0.26544749238016074,0.4388019849366483,0.35212473865840455,1.0,23.61111111111111,0.7978424326198613,0.0022818563018637385,0.01138724956035216,12.955743540400297,0.3227235671431906
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.0017982505300980017,0.20718406005189047,0.00013380183875520227,0.24257537973248697,0.36722147372079716,0.009359373404042673,0.5248494924305398,0.5802161263507897,0.5525328093906647,1.0,25.272727272727273,0.8630898956245627,0.07281677196460457,0.09409838330191576,13.115122108296166,0.33868281869542255
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.13029120967510016,0.12916687872156343,0.0071989696688691636,0.1862435747366278,0.6611290186241793,0.0010245942371431887,0.2538042648480839,0.24408366838007023,0.24894396661407706,0.99,24.408163265306122,0.700815302272841,0.03611638907402269,-0.11160947069702042,14.797674068950684,0.2700993912915725
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.0025700352933403802,0.20260573057153036,0.2920982199810187,0.10802076441549188,0.1889393074871296,0.9667690773963711,0.5149371469285968,0.34449590309939426,0.42971652501399554,0.99,26.086734693877553,0.7877189543152727,0.10737104877413847,-0.0014458067673752686,13.881426717204643,0.2970745257801372
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.00013225906686454704,0.2427265170407315,0.0006376445392401761,0.22199551625985542,0.05393655977359953,0.04989749566008049,0.5854555530366004,0.5196100657447291,0.5525328093906647,1.0,27.252525252525253,0.8426758306496053,0.15685837360531696,0.06822043524696973,13.7960200924316,0.3012152727070555
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.016499279272061053,0.17178991297267038,0.00233419503763872,0.20410707924067384,0.12613697850801042,2.7263659782651405e-05,0.27456868033996634,0.35655758562776724,0.3155631329838668,0.99,26.56122448979592,0.6752579087171928,0.12751294346140515,-0.14400737398890276,15.859276771817639,0.27682109807483585
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.0003241252120413805,0.2320728790269225,0.24737313500420713,0.11272838312382309,0.021154105782425565,0.553041201305279,0.4582421497277215,0.2595043004733065,0.358873225100514,0.99,28.051020408163264,0.772836299569099,0.19075416118916735,-0.02031184677036496,14.975062569444148,0.28322161804384477
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,6.410398276027672e-06,0.2781430262727021,0.016189685079292828,0.1714904657548049,0.0033693712609733574,0.46423020158471817,0.5460590946875236,0.37391370059699225,0.4599863976422579,1.0,29.247474747474747,0.8091225426135591,0.24154315076878993,0.02568651336837268,14.802465965966777,0.311458126111761
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.5355864913016317,0.0883505521909512,0.014866834520026705,0.17372385363122805,0.5262293800097723,0.0037390667707692194,0.23339610158277777,0.33075474578858965,0.2820754236856837,0.99,22.341836734693878,0.7101264397832957,-0.051598313596332455,-0.09980618050843759,13.537475750213927,0.2845161578933902
