,Sim,vivo_tonic_scale,vivo_noise_scale,current_noise_scale,gstn_mu,gstn_pct,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,1.1,2,8,0.01,0.1,3.9573059272072954e-06,3.2869365512521565e-19,2.367327181442083e-06,3.2141135831259985e-25,0.5532270916334661,0.9385657370517928,0.7458964143426294,1.0,16.79,0.43581907475232773,-0.31597305632202566,-0.3782023634533385,12.319330338942942,0.18443619713915482
1,2,1.1,2,8,0.01,0.2,2.238151290758309e-06,1.624364609864573e-19,5.044953991113434e-06,3.197643139886076e-20,0.5521419476732246,0.966813159732205,0.7594775537027147,0.97,16.927835051546392,0.46555128302151466,-0.31035763708194375,-0.3357824284342029,12.625859099222142,0.177673092652423
2,3,1.1,2,8,0.01,0.30000000000000004,4.904843210213076e-08,2.0374777531547368e-19,1.5265866692457011e-06,2.5057849201886913e-21,0.581832669322709,0.9785657370517928,0.7801992031872509,1.0,16.59,0.46203041647505616,-0.3241210842395715,-0.3408057663833926,13.007186475175944,0.17379637270360596
3,4,1.1,2,8,0.01,0.4,0.00041888296636632944,1.0094318609708736e-27,3.262428178057726e-05,1.0777836470261568e-30,0.4869501585494755,1.1544841043987315,0.8207171314741035,0.99,17.617346938775512,0.4052259562190209,-0.28226682654883073,-0.421850587913024,13.152907845719929,0.15800361538153285
4,5,1.1,2,8,0.01,0.5,2.3923917568389356e-06,7.138080433940672e-26,9.31857368310699e-06,1.0884958025008554e-29,0.5503699487763233,1.1340759411334254,0.8422229449548744,0.98,17.117346938775512,0.40857049208726554,-0.30263689634269536,-0.41707882683441155,13.553145771672527,0.17275451596214744
5,6,1.1,2,8,0.03,0.1,0.2554683497221563,8.073033716053664e-12,0.697353560465023,3.351587412070508e-16,0.4001951378160826,0.7055045125619969,0.5528498251890397,0.98,23.882653061224488,0.48861975699961624,-0.027017380560404668,-0.30286986579230096,15.999808835020014,0.22482466027950795
6,7,1.1,2,8,0.03,0.2,0.7031911186298212,2.836297183903332e-16,0.9904824373107963,5.485830237426252e-21,0.21700951296853405,0.8891779819497518,0.553093747459143,0.98,24.566326530612244,0.45329429071219396,0.0008355720148796618,-0.3532698889209597,16.742899462876498,0.2293689168834069
7,8,1.1,2,8,0.03,0.30000000000000004,0.7749227517760034,1.399811398075619e-16,0.532139526975135,4.709481640844378e-18,0.19773537429230445,0.8743552107360033,0.5360452925141539,0.97,23.478947368421053,0.47754987177801167,-0.043464406837577546,-0.3186636409306384,14.900356016494458,0.18490693150824783
8,9,1.1,2,8,0.03,0.4,0.235207597016463,4.988173275876608e-21,0.9690711845711879,5.977470915788024e-26,0.3706805431335881,1.0116269615415887,0.6911537523375884,0.98,24.612244897959183,0.42897920759787117,0.002706292710234586,-0.3879610304721035,16.426945666800783,0.183885960632524
9,10,1.1,2,8,0.03,0.5,0.05589697574565476,4.958294065296124e-18,0.4990222802687193,1.3451863343392336e-21,0.3962923814944305,0.9095861452150581,0.6529392633547443,0.99,23.377551020408163,0.4544663390345371,-0.04759530820930869,-0.35159768841627637,17.172008135050895,0.1977455925441304
