1.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.000000	1.000000	0.149005	0.124564	0.287211	0.107930	0.095709	0.882867	0.366833	0.321646	0.344239	1.000000	20.420000	0.784941	-0.133179	-0.004967	12.365015	0.274995
2.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.000000	1.500000	0.225353	0.114065	0.010955	0.178155	0.400027	0.032117	0.323192	0.306883	0.315037	1.000000	21.975000	0.846781	-0.067170	0.073425	12.306985	0.289110
3.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.000000	2.000000	0.070340	0.141646	0.000036	0.258155	0.869931	0.000007	0.371920	0.486035	0.428978	1.000000	23.250000	0.913591	-0.013047	0.158117	12.150206	0.306130
4.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.250000	1.000000	0.326939	0.104234	0.151226	0.125041	0.605530	0.006222	0.314114	0.163732	0.238923	1.000000	22.570707	0.718256	-0.041883	-0.089501	13.600173	0.234694
5.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.250000	1.500000	0.044762	0.152095	0.185002	0.120003	0.832334	0.940698	0.379758	0.307363	0.343560	1.000000	23.959596	0.790842	0.017075	0.002512	13.016632	0.273058
6.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.250000	2.000000	0.008429	0.181521	0.005735	0.188529	0.362742	0.001426	0.451920	0.317257	0.384589	1.000000	25.280000	0.873756	0.073125	0.107619	13.039808	0.270699
7.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.500000	1.000000	0.183566	0.119302	0.037414	0.155561	0.573062	0.004658	0.402195	0.271022	0.336608	1.000000	24.640000	0.715486	0.045958	-0.093012	14.628923	0.243985
8.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.500000	1.500000	0.007194	0.184115	0.559810	0.086035	0.237090	0.724124	0.442195	0.161596	0.301895	1.000000	25.815000	0.779723	0.095836	-0.011582	13.955224	0.246487
9.000000	0.330000	0.330000	0.330000	0.330000	0.330000	1.500000	2.000000	0.002375	0.201546	0.061386	0.145436	0.082731	0.016947	0.551920	0.277257	0.414589	1.000000	26.860000	0.852507	0.140196	0.080682	13.534970	0.274387
10.000000	0.330000	0.330000	0.330000	0.330000	0.660000	1.000000	1.000000	0.181950	0.119601	0.164658	0.122718	0.150535	0.162159	0.386833	0.161646	0.274239	1.000000	20.850000	0.752075	-0.114926	-0.046630	12.408566	0.263049
