,Sim,vivo_tonic_scale,vivo_noise_scale,current_noise_scale,gstn_mu,gstn_pct,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,1.1,2,8,0.01,0.1,0.00025846048455113757,3.1078929155239828e-24,7.016439415240471e-07,2.8942001199719815e-27,0.5151917582196466,1.0151313936174493,0.7651615759185479,1.0,16.41919191919192,0.42418449825985977,-0.33107982929440477,-0.3948018024965909,11.34529383825286,0.17239651573450995
1,2,1.1,2,8,0.01,0.2,0.0009851991943006845,2.1023190233777123e-23,6.518618761314621e-06,5.034928736116437e-24,0.5428685258964143,0.9985657370517927,0.7707171314741035,1.0,17.21,0.44654876424509654,-0.2988621976951793,-0.3628939569287396,11.290301147445094,0.1624040312126199
2,3,1.1,2,8,0.01,0.30000000000000004,7.74296948790383e-05,3.020294180727484e-18,1.6955054796908013e-06,5.3737689050290876e-21,0.3676721684689811,0.8891779819497518,0.6284250752093665,0.99,16.683673469387756,0.46111561295727976,-0.3203048140210474,-0.34211094712974055,11.201400184684921,0.18012620385389136
3,4,1.1,2,8,0.01,0.4,0.0002818941184136338,2.6320148111967925e-22,0.0001259500170625962,1.3290292235780318e-25,0.46654199528416945,1.052443288072201,0.7594926416781852,0.99,18.168367346938776,0.43076543744047413,-0.2598181782045718,-0.3854125566700084,12.983494992967154,0.18598654929341318
4,5,1.1,2,8,0.01,0.5,2.8635734105341804e-06,1.5490657570066908e-28,2.3809430835338138e-05,1.5857088498402136e-33,0.4973508029736723,1.1729987267425144,0.8351747648580934,0.99,17.45360824742268,0.38478622654958095,-0.2889375636904573,-0.4510126332120579,13.314994739717132,0.17568087948677352
5,6,1.1,2,8,0.03,0.1,0.3889241918865984,3.9560173666271395e-14,0.24906969062986517,4.2321197470592076e-16,0.35071833876614755,0.8131111915972472,0.5819147651816974,1.0,22.63131313131313,0.493988529146019,-0.07799714397669269,-0.295210059177164,13.867625596684803,0.19888923312249127
6,7,1.1,2,8,0.03,0.2,0.02650110964418272,1.5345326369157446e-15,0.28172212318704304,9.793912502475979e-16,0.37011549760553747,0.8333132117992677,0.6017143547024025,0.99,22.717171717171716,0.4962614275013933,-0.07449925320400891,-0.2919672391462011,15.995132090316567,0.20243598452100897
7,8,1.1,2,8,0.03,0.30000000000000004,0.16805693275088252,1.1218134182766593e-10,0.07996206593476736,7.2377913739275e-14,0.25235059760956174,0.6185657370517927,0.4354581673306772,1.0,21.645,0.5130666189525139,-0.11817967862360003,-0.2679907109688622,13.968946810694069,0.1912354927753923
8,9,1.1,2,8,0.03,0.4,0.4161604652189439,1.2986287718476574e-22,0.6177426607955951,6.649182175207748e-22,0.3828766566387511,1.0116269615415887,0.6972518090901699,0.98,23.709183673469386,0.45393395828283,-0.03408454763174545,-0.35235725382387706,14.394039914071959,0.18816158515075612
9,10,1.1,2,8,0.03,0.5,0.07692073083344358,1.9411014746109375e-18,0.6037686293059479,1.20185593516929e-22,0.44904916416807006,0.8637203762270506,0.6563847701975603,0.97,23.649484536082475,0.44180495693417565,-0.03651669882215522,-0.36966210533032035,16.761081108940513,0.22464615410433197
