,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
0,0.0,0.0,0.0,0.0,160.0,14010.0,10.0,0.040753496155583,0.005,0.001,0.0031535,0.005,0.001,0.0031535,0.002,0.0004,0.001575,0.001575,0.116018,0.0,0.834204,0.049134,0.010386,0.16971,38.325,35.7532,26.5,0.02706,0.1,0.01082,0.04,-57.6004,9.358536651484588,9.358536651484588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1e-323,4.5,0.3642236488056772,-0.5378697235056932,1.0770731141627266,2.0,0.197436,141.0,0.0080457733911297
1,1.0,1.0,1.0,1.0,23.0,66110.0,10.0,0.0346944190854412,0.005,0.001,0.0071536,0.005,0.001,0.0071536,0.002,0.0004,0.001988,0.001988,0.100318,0.0,1.19935,0.015899,0.010233,0.210238,29.0481,18.641,26.5,0.2713,0.1,0.10852,0.04,-56.5581,11.026607519311572,11.026607519311572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1e-323,3.5,0.0872836680596964,-0.5687580516638726,-0.2804324911293014,3.0,0.71033,662.0,0.0382155270387607
2,2.0,2.0,2.0,2.0,120.0,103267.0,67.0,0.0193780778252324,0.005,0.001,0.0084065,0.005,0.001,0.0084065,0.002,0.0004,0.000484,0.000484,0.09207,0.0,0.810504,0.043855,0.008438,0.192658,34.6124,54.8244,26.5,0.01942,0.1,0.00778,0.04,-58.3522,13.95451318498654,13.95451318498654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26895e-314,3.0,0.2462019474422914,-1.2643904176053913,0.5350486046522148,2.0,0.864421,1033.0,0.0570580155796216
3,3.0,3.0,3.0,3.0,172.0,124120.0,20.0,0.0243860566083408,0.005,0.001,0.011322,0.005,0.001,0.011322,0.002,0.0004,0.001314,0.001314,0.110732,0.0,0.764274,0.054807,0.008124,0.1595,43.4084,63.5912,26.5,0.1769799999999999,0.1,0.0708,0.04,-58.9219,12.985612467702426,12.985612467702426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47844e-314,4.0,0.1989401832901281,-0.4660118681991761,0.21086965607091,1.0,0.238459,1242.0,0.0065670445809396
4,4.0,4.0,4.0,4.0,150.0,78859.0,59.0,0.0329859943688701,0.005,0.001,0.0110789,0.005,0.001,0.0110789,0.002,0.0004,0.005979,0.005979,0.09451,0.0,0.533496,0.03053,0.007169,0.115043,12.8204,60.4706,26.5,0.02192,0.1,0.00876,0.04,-55.5179,9.132689619129039,9.132689619129039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.48281e-314,3.0,0.3560571026154536,-0.90280820983851,1.1003922868336986,2.0,0.651833,789.0,0.0776641284698416
5,5.0,5.0,5.0,5.0,61.0,89698.0,98.0,0.0337995679785866,0.005,0.001,0.0021828,0.005,0.001,0.0021828,0.002,0.0004,0.006092,0.006092,0.044133,0.0,0.809074,0.025437,0.011965,0.163143,41.0137,64.4101,26.5,0.01708,0.1,0.00684,0.04,-61.0014,5.477908248552701,5.477908248552701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.5,0.052821874679596,-0.7767360365327276,-0.5980756794776787,2.0,0.5510539999999999,897.0,0.1970366442995458
6,6.0,6.0,6.0,6.0,121.0,65356.0,56.0,0.0361814453724886,0.005,0.001,0.0125885,0.005,0.001,0.0125885,0.002,0.0004,0.001279,0.001279,0.111747,0.0,0.756412,0.058242,0.01307,0.270877,9.96719,61.3923,26.5,0.21852,0.1,0.0873999999999999,0.04,-57.0407,13.208940684216179,13.208940684216179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.48277e-314,4.5,0.1593299063170794,-0.4695223115846195,0.2390209922799568,1.0,0.293047,654.0,0.0452890652481088
7,7.0,7.0,7.0,7.0,214.0,88464.0,64.0,0.0455403593369797,0.005,0.001,0.0019278,0.005,0.001,0.0019278,0.002,0.0004,0.003553,0.003553,0.092801,0.0,0.752844,0.047607,0.012124,0.143029,36.3532,51.4186,26.5,0.01082,0.1,0.00432,0.04,-56.3391,6.118274684909474,6.118274684909474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.14384e-319,5.0,0.1980513761816469,-0.4387789792136601,0.6224500282030175,2.0,0.573553,885.0,0.0033797592753633
8,8.0,8.0,8.0,8.0,223.0,48987.0,87.0,0.0151430900893678,0.005,0.001,0.0101337,0.005,0.001,0.0101337,0.002,0.0004,0.001011,0.001011,0.092705,0.0,0.430305,0.048689,0.008068,0.169934,31.1721,38.8836,26.5,0.12104,0.1,0.04842,0.04,-57.8398,13.237994764976674,13.237994764976674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44555e-314,4.0,0.3617382682855741,-0.5472940684483523,1.1759202138682998,3.0,0.67847,490.0,0.0782889064418901
9,9.0,9.0,9.0,9.0,15.0,103745.0,45.0,0.0307617267511225,0.005,0.001,0.0037621,0.005,0.001,0.0037621,0.002,0.0004,0.002352,0.002352,0.10326,0.0,0.677797,0.039555,0.008847,0.149091,38.5793,40.4266,26.5,0.21736,0.1,0.08694,0.04,-57.1206,8.707734808734847,8.707734808734847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,8.5,0.2896728434639072,0.0929826880266719,1.1388045429097051,1.0,0.40011,1038.0,0.007382733772461
10,10.0,10.0,10.0,10.0,4.0,42576.0,76.0,0.0347543186915717,0.005,0.001,0.0014093,0.005,0.001,0.0014093,0.002,0.0004,0.003182,0.003182,0.092746,0.0,0.802716,0.044062,0.011172,0.182944,42.4625,45.1494,26.5,0.2637,0.1,0.10548,0.04,-56.087,5.780334674817877,5.780334674817877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.40656e-314,7.5,0.1902193762120013,-0.1463769790848904,0.0559051967386331,1.0,0.265111,426.0,0.0385744064190657
11,11.0,11.0,11.0,11.0,193.0,19149.0,49.0,0.0181153822048376,0.005,0.001,0.0066351,0.005,0.001,0.0066351,0.002,0.0004,0.002057,0.002057,0.128077,0.0,0.846194,0.031748,0.01435,0.236351,32.1249,56.4262,26.5,0.2745999999999999,0.1,0.10984,0.04,-57.784,10.728325805976281,10.728325805976281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.41663e-314,9.0,0.3542399154597326,-0.0632888037083952,0.933455787648628,3.0,0.359607,192.0,0.0143051857809303
12,12.0,12.0,12.0,12.0,176.0,108040.0,40.0,0.0346473711280355,0.005,0.001,0.0066079,0.005,0.001,0.0066079,0.002,0.0004,0.001201,0.001201,0.104543,0.0,0.755549,0.039465,0.008574,0.162913,31.783,49.2205,26.5,0.0158,0.1,0.0063199999999999,0.04,-57.9872,12.083155576338113,12.083155576338113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44623e-314,6.5,0.3800633578955626,-0.6332117167401804,1.1360372301741355,2.0,0.8522890000000001,1081.0,0.0106280634382625
13,13.0,13.0,13.0,13.0,89.0,74804.0,4.0,0.0527031857356043,0.005,0.001,0.0039321,0.005,0.001,0.0039321,0.002,0.0004,0.001461,0.001461,0.096489,0.0,0.655395,0.04531,0.009221,0.16168,41.1366,52.1033,26.5,0.0208,0.1,0.00832,0.04,-55.8911,10.217686373343401,10.217686373343401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.3495862436722388,-0.0164055077626972,1.627848448769258,3.0,0.952438,749.0,0.0177092187246343
14,14.0,14.0,14.0,14.0,139.0,79571.0,71.0,0.0293703478945313,0.005,0.001,0.0046087,0.005,0.001,0.0046087,0.002,0.0004,0.004581,0.004581,0.099648,0.0,0.629857,0.037472,0.01047,0.148956,38.546,47.5841,26.5,0.23056,0.1,0.09222,0.04,-56.0686,7.450903438789969,7.450903438789969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.24751e-314,9.5,0.1453491971958857,0.0850403240103491,-0.1940842271680165,1.0,0.421595,796.0,0.0389541053227404
15,15.0,15.0,15.0,15.0,46.0,22545.0,45.0,0.0276107305643839,0.005,0.001,0.0021743,0.005,0.001,0.0021743,0.002,0.0004,0.001283,0.001283,0.095379,0.0,0.790757,0.037773,0.007262,0.178878,27.7186,48.2671,26.5,0.2128199999999999,0.1,0.08512,0.04,-58.4186,8.873886136789265,8.873886136789265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,9.5,0.0677181912060259,0.1400844219791328,-0.2259302658255842,1.0,0.08862,226.0,0.1354856524509147
16,16.0,16.0,16.0,16.0,97.0,102394.0,94.0,0.03121344104914,0.005,0.001,0.0016354,0.005,0.001,0.0016354,0.002,0.0004,0.002667,0.002667,0.112145,0.0,0.707563,0.03049,0.010409,0.17571,36.0426,54.3682,26.5,0.18828,0.1,0.07532,0.04,-60.7226,6.3459134454244,6.3459134454244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47327e-314,8.0,0.2531674228492009,-0.218622931393375,0.5495789551185586,1.0,0.375307,1024.0,0.0039239489357266
17,17.0,17.0,17.0,17.0,45.0,14965.0,65.0,0.0454308731501961,0.005,0.001,0.0045679,0.005,0.001,0.0045679,0.002,0.0004,0.004692,0.004692,0.115079,0.0,0.581415,0.050626,0.010004,0.181358,35.4941,44.8527,26.5,0.22422,0.1,0.0897,0.04,-58.9538,7.36898776054281,7.36898776054281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.40597e-314,7.5,0.1825167668614295,-0.1055090214204873,0.1926688235356071,1.0,0.079759,150.0,0.0023569674724055
18,18.0,18.0,18.0,18.0,117.0,43588.0,88.0,0.0246745442339111,0.005,0.001,0.0106743,0.005,0.001,0.0106743,0.002,0.0004,0.001747,0.001747,0.107309,0.0,0.713701,0.031538,0.009261,0.168477,38.2209,67.9345,26.5,0.2033799999999999,0.1,0.0813599999999999,0.04,-58.4093,12.314765127963536,12.314765127963536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47618e-314,12.5,0.2725913473417835,0.4052866646416463,0.5846549612211338,3.0,0.484799,436.0,0.0081467649532005
19,19.0,19.0,19.0,19.0,54.0,103198.0,98.0,0.0247367785482156,0.005,0.001,0.009622,0.005,0.001,0.009622,0.002,0.0004,0.00071,0.00071,0.097759,0.0,0.750254,0.040645,0.008536,0.168722,39.2269,51.9269,26.5,0.19466,0.1,0.07786,0.04,-56.4238,13.667737500415669,13.667737500415669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,0.2972297298743744,0.6448681634677028,0.6827794781566494,1.0,0.430372,1032.0,0.0255541008799565
20,20.0,20.0,20.0,20.0,237.0,44481.0,81.0,0.0418338801109204,0.005,0.001,0.0059109,0.005,0.001,0.0059109,0.002,0.0004,0.001078,0.001078,0.125992,0.0,0.801517,0.037433,0.011333,0.164652,37.3136,48.2578,26.5,0.02002,0.1,0.008,0.04,-57.384,12.075389541921066,12.075389541921066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.28315e-314,15.0,0.1286359399524383,0.5543494569256167,-0.0830401857068401,1.0,0.240077,445.0,0.2031112524401148
21,21.0,21.0,21.0,21.0,236.0,112918.0,18.0,0.0212381343904281,0.005,0.001,0.0033388,0.005,0.001,0.0033388,0.002,0.0004,0.002108,0.002108,0.094575,0.0,0.479149,0.045069,0.011974,0.147321,45.5954,50.501,26.5,0.14708,0.1,0.05884,0.04,-55.0008,8.679583645378123,8.679583645378123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.46899e-314,10.5,0.2202472917073133,0.1985908374421997,0.2773119843904624,1.0,0.454108,1130.0,0.0049546595604615
22,22.0,22.0,22.0,22.0,164.0,21758.0,58.0,0.0170223745700477,0.005,0.001,0.0101592,0.005,0.001,0.0101592,0.002,0.0004,0.001558,0.001558,0.08992,0.0,0.39715,0.029465,0.011572,0.167639,30.68,25.5915,26.5,0.18,0.1,0.072,0.04,-55.3313,12.452166505598857,12.452166505598857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44129e-314,12.5,0.1473167305482114,0.159284051568527,0.1393797118326423,1.0,0.065065,218.0,0.0847959576522426
23,23.0,23.0,23.0,23.0,198.0,79301.0,1.0,0.0231234552659986,0.005,0.001,0.0094163,0.005,0.001,0.0094163,0.002,0.0004,0.00464,0.00464,0.103873,0.0,1.03845,0.048199,0.006811,0.22498,26.4192,53.4346,26.5,0.19652,0.1,0.0786,0.04,-56.588,9.397867517780746,9.397867517780746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,14.0,0.4190266740930285,0.5455811758118222,1.2683512682241371,1.0,0.226099,794.0,0.0031636813669761
24,24.0,24.0,24.0,24.0,50.0,49470.0,70.0,0.0223258703081044,0.005,0.001,0.0024327,0.005,0.001,0.0024327,0.002,0.0004,0.001247,0.001247,0.097353,0.0,0.800857,0.02436,0.00954,0.110521,39.2931,38.8521,26.5,0.01842,0.1,0.00736,0.04,-54.1004,9.282666697945162,9.282666697945162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.43945e-314,11.5,0.2307279149835355,0.4042280483453833,0.3482490937500056,1.0,0.202567,495.0,0.0110902251156885
25,25.0,25.0,25.0,25.0,203.0,90928.0,28.0,0.0194388804396676,0.005,0.001,0.0029869,0.005,0.001,0.0029869,0.002,0.0004,0.003559,0.003559,0.099271,0.0,0.479737,0.032737,0.010145,0.206835,36.2043,10.5366,26.5,0.25248,0.1,0.1009999999999999,0.04,-56.3898,7.013213187578492,7.013213187578492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.82e-321,13.0,0.0935107136909707,0.7057256667400508,-0.3681637078342079,0.0,0.0,910.0,0.0918554257849683
26,26.0,26.0,26.0,26.0,147.0,15971.0,71.0,0.0292696236404097,0.005,0.001,0.0015215,0.005,0.001,0.0015215,0.002,0.0004,0.003233,0.003233,0.130229,0.0,0.845157,0.039258,0.009076,0.160524,32.49,37.8645,26.5,0.24524,0.1,0.0980999999999999,0.04,-57.7729,5.876283562857903,5.876283562857903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26683e-314,13.5,0.1779471608211121,0.6892917961675734,-0.0043208840240037,1.0,0.109984,160.0,0.0582987287684869
