,Sim,vivo_tonic_scale,vivo_noise_scale,current_noise_scale,gstn_mu,gstn_pct,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,1.1,2,8,0.01,0.1,2.1050332993068412e-05,2.459229370110567e-22,5.245557023953784e-07,2.8876006056072295e-23,0.39707835325365204,1.0353334138194694,0.7162058835365608,1.0,16.37878787878788,0.4502602813590347,-0.3327258955403737,-0.35759861144446786,10.565832800739676,0.1612415058680551
1,2,1.1,2,8,0.01,0.2,2.0405549599970703e-05,2.913655480054235e-18,5.633507542984545e-06,4.30391361474482e-24,0.481105879512254,0.8939192724053282,0.6875125759587911,0.99,17.02020202020202,0.43949873103784953,-0.306594593885618,-0.3729524748775762,12.84089096469823,0.1973977664853177
2,3,1.1,2,8,0.01,0.30000000000000004,6.993136928554365e-05,9.932995168537053e-24,1.2695162911535219e-05,2.7351306879765968e-28,0.4818326693227093,1.0785657370517927,0.780199203187251,1.0,17.345,0.42112178115779175,-0.29336227885083593,-0.3991714833247171,12.854900816420171,0.16189565253994456
3,4,1.1,2,8,0.01,0.4,4.665511592812362e-05,3.656007795955075e-20,1.6090064795356559e-06,3.808890459530855e-25,0.5199819279582699,0.966813159732205,0.7433975438452375,0.98,16.572164948453608,0.4309596921993271,-0.32484768672912584,-0.3851354069146624,12.033242120540702,0.19438562425138498
4,5,1.1,2,8,0.01,0.5,1.5372605141298836e-06,7.620225711485712e-26,5.936149605355582e-06,5.8251521143114184e-33,0.5057270916334662,1.129399070385126,0.8175630810092961,0.97,16.953125,0.3868036376978992,-0.3093273210517773,-0.44813432531633296,12.597759003133916,0.17378548671992597
5,6,1.1,2,8,0.03,0.1,0.27787228755029847,7.098252762965057e-14,0.15196515225553006,1.7574899641597508e-16,0.27059760956175305,0.7785657370517927,0.5245816733067729,1.0,22.16,0.492949109045041,-0.09719850673591944,-0.2966930345667439,14.509975878684294,0.19235043490822906
6,7,1.1,2,8,0.03,0.2,0.08147090243403156,5.850644249894609e-19,0.7858469120204112,1.2159382699360263e-27,0.41569803261182076,0.9255760463301433,0.6706370394709821,0.98,25.010309278350515,0.4124388489627382,0.01892349113228043,-0.4115597128216647,15.844277542134318,0.2113330603566878
7,8,1.1,2,8,0.03,0.30000000000000004,0.04183660291748044,2.6377517577622355e-16,0.6802202179249772,7.003593387461373e-23,0.5238834137135667,0.8533025791570561,0.6885929964353115,0.95,23.83157894736842,0.43290446666640675,-0.029098147088220436,-0.3823607321991658,16.298629346038787,0.25111570794601923
8,9,1.1,2,8,0.03,0.4,0.15113033790695404,2.0013206072190793e-14,0.2867850659478113,9.059610698775954e-21,0.3095094369994769,0.8131111915972472,0.5613103142983621,0.99,22.742424242424242,0.4587241582194375,-0.07347046180027834,-0.3455229155130512,15.688470262379113,0.2125344901795723
9,10,1.1,2,8,0.03,0.5,0.06689757274570796,2.712674668024682e-14,0.24964885048470167,1.856401383583645e-19,0.3828766566387512,0.8483616554191397,0.6156191560289455,0.98,22.596938775510203,0.4653339556153841,-0.07939756003034226,-0.33609249670637664,15.284655865102717,0.2211019429944386
