,Sim,vivo_tonic_scale,vivo_noise_scale,current_noise_scale,gstn_mu,gstn_pct,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,1.1,2,8,0.01,0.1,0.0007393275049066745,5.306720233611999e-27,5.466212716959822e-06,2.0097688267657418e-27,0.5028685258964144,1.0985657370517927,0.8007171314741035,1.0,17.145,0.42791384511273584,-0.30151030676838175,-0.38948101872800783,11.343124569535503,0.1501787878251127
1,2,1.1,2,8,0.01,0.2,5.094418695874803e-05,5.4908711066877386e-24,6.87034363496819e-06,2.817217332303572e-30,0.4609038593102338,0.9949293734154292,0.7279166163628314,0.99,17.12121212121212,0.40197620114629223,-0.3024794282706959,-0.4264871220636381,12.409285157764801,0.19784319509592513
2,3,1.1,2,8,0.01,0.30000000000000004,0.0007429325373682622,3.858615403532649e-29,0.0005507066365966786,4.7797624769064085e-33,0.42792096918448663,1.1953004309293438,0.8116107000569153,0.98,18.739795918367346,0.3826047421861821,-0.23653809844015516,-0.45412502984613307,14.154437825729156,0.20782922838860313
3,4,1.1,2,8,0.01,0.4,2.7004756062416355e-07,3.8495489717966335e-25,2.8236726918056512e-05,1.6928881955066325e-31,0.6363118952760388,1.0932596146028133,0.864785754939426,0.99,17.510204081632654,0.3962477201474989,-0.2866318415046589,-0.434660137317907,13.901985541611207,0.18362064410080167
4,5,1.1,2,8,0.01,0.5,8.027799972193645e-08,1.5120444927359744e-21,3.212066401583567e-05,8.503897659021691e-29,0.6366287427609152,1.0080502731342669,0.822339507947591,0.98,17.49484536082474,0.4068491934234957,-0.2872575579342623,-0.4195346611540343,14.38883710462765,0.20398028122661047
5,6,1.1,2,8,0.03,0.1,0.4057671647019012,4.458575871737212e-12,0.31410036265630964,4.1129224779827813e-16,0.23888285242866916,0.6918990703851261,0.4653909614068976,1.0,22.863636363636363,0.4928172091461757,-0.06853226306237177,-0.29688122055980026,14.470418830161547,0.20677129819185572
6,7,1.1,2,8,0.03,0.2,0.6794028966650166,1.931046864089347e-20,0.3864804156329583,1.0351993558206276e-24,0.25059760956175303,0.9985657370517927,0.6245816733067728,1.0,23.11,0.439175189721635,-0.05849537412757666,-0.3734140820843322,14.133927267394577,0.18303879430676806
7,8,1.1,2,8,0.03,0.30000000000000004,0.24794883113453917,3.700446441000169e-13,0.11340203189142513,2.184428513475507e-17,0.17428159701619048,0.7202678647113672,0.44727473086377884,0.96,21.851063829787233,0.48299632579973795,-0.10978460943408608,-0.31089300298829037,14.034120614468783,0.17167495318553047
8,9,1.1,2,8,0.03,0.4,0.8250326624977576,1.4891970905362566e-13,0.7417324625491024,8.060853612540791e-19,0.22351410683795425,0.8279534921538335,0.5257337994958939,0.99,23.989795918367346,0.47388575624823936,-0.02265236560457651,-0.3238913569908891,15.012406364614233,0.19465051884549825
9,10,1.1,2,8,0.03,0.5,0.1521532610193733,2.73821869691974e-14,0.6408014763051795,6.2632080882188834e-18,0.36884462151394415,0.8385657370517927,0.6037051792828685,1.0,23.78,0.48045820946873,-0.031199480603797985,-0.3145142183671677,13.152627114002739,0.20646623375197734
