,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,92307.0,7.0,0.0531145648881814,0.005,0.001,0.001479786,0.005,0.001,0.002959572,0.002,0.0004,0.00581,0.0019173,0.02514138,0.0,1.06154,0.035062,0.008455,0.128097,39.7854,27.1872,26.5,0.38584,0.1,0.1543199999999999,0.04,-57.8084,5.087649406938439,8.606135431021048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0155121385995145,5.0,1.0,1.0,1.0,0.0,5.0,16.63227170135639,4.0,0.1035066399256608,-0.3414357566149363,0.021572847003538,1.0,0.236075,924.0,0.0152651620365879
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,78859.0,59.0,0.0293833399220821,0.005,0.001,0.000500808,0.005,0.001,0.001001616,0.002,0.0004,0.003026,0.00099858,0.0311883,0.0,0.533496,0.03053,0.007169,0.115043,12.8204,60.4706,26.5,0.08768,0.1,0.03504,0.04,-55.5179,4.734455248150953,7.443390570338907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.2567262556100358,5.0,1.0,1.0,1.0,0.0,5.0,27.44572219019276,3.0,0.3560571026154536,-0.90280820983851,1.1003922868336986,2.0,0.651833,789.0,0.0776641284698416
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,210.0,118476.0,76.0,0.0252196174717483,0.005,0.001,0.000432432,0.005,0.001,0.000864864,0.002,0.0004,0.007674,0.00253242,0.01912746,0.0,0.675808,0.043778,0.00805,0.169077,19.2961,52.2104,26.5,0.08496,0.1,0.0339999999999999,0.04,-56.3618,4.2819363558269306,5.41615280363618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.4661707653791924,5.0,1.0,1.0,1.0,0.0,5.0,20.929017036725043,4.5,0.3945991857359928,-0.5907453937081006,1.016948331832718,2.0,0.924156,1185.0,0.0424577275202442
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,120.0,103267.0,67.0,0.0421489244534001,0.005,0.001,0.00120582,0.005,0.001,0.00241164,0.002,0.0004,0.000934,0.00030822,0.0303831,0.0,0.810504,0.043855,0.008438,0.192658,34.6124,54.8244,26.5,0.07768,0.1,0.03112,0.04,-58.3522,8.10670785064912,12.811194018451166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.3985364227852074,5.0,1.0,1.0,1.0,0.0,5.0,7.715492149351873,3.0,0.2462019474422914,-1.2643904176053913,0.5350486046522148,2.0,0.864421,1033.0,0.0570580155796216
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,108.0,40340.0,40.0,0.0450966944524158,0.005,0.001,0.002073456,0.005,0.001,0.004146912,0.002,0.0004,0.001561,0.00051513,0.03206775,0.0,0.670463,0.05095,0.009722,0.164694,36.7917,51.0825,26.5,0.84984,0.1,0.33992,0.04,-58.5843,8.184833720501459,12.86376920410794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.3288803780748536,5.0,1.0,1.0,1.0,0.0,5.0,12.956093305249292,4.0,0.1255235477773912,-0.9693743240202708,-0.4991599899044349,3.0,0.678953,404.0,0.0031166807798857
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,234.0,133404.0,4.0,0.036332487413499,0.005,0.001,0.001351812,0.005,0.001,0.002703624,0.002,0.0004,0.003548,0.00117084,0.02412861,0.0,0.431631,0.05657,0.009046,0.201649,52.7922,43.0445,26.5,0.04736,0.1,0.0189599999999999,0.04,-57.4641,5.560494413893389,9.774725701021795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.9193556174888796,5.0,1.0,1.0,1.0,0.0,5.0,21.23415865224472,5.0,0.2721036955415562,-0.3899621993739819,0.826815183283352,2.0,0.7956460000000001,1335.0,0.0008177599215028
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,66110.0,10.0,0.0317808994038591,0.005,0.001,0.000382998,0.005,0.001,0.000765996,0.002,0.0004,0.003182,0.00105006,0.03310494,0.0,1.19935,0.015899,0.010233,0.210238,29.0481,18.641,26.5,1.0852,0.1,0.43408,0.04,-56.5581,4.549902511616351,6.700451360241512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.3328367428994783,5.0,1.0,1.0,1.0,0.0,5.0,18.381111991872,3.5,0.0872836680596964,-0.5687580516638726,-0.2804324911293014,3.0,0.71033,662.0,0.0382155270387607
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,185.0,81528.0,28.0,0.0564671348122789,0.005,0.001,0.003021018,0.005,0.001,0.006042036,0.002,0.0004,0.004953,0.00163449,0.0373296,0.0,0.548279,0.036129,0.009109,0.134614,32.0256,51.2327,26.5,0.81792,0.1,0.3272,0.04,-59.4177,6.335609435711981,11.098628924092075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.7579853062652775,5.0,1.0,1.0,1.0,0.0,5.0,18.518213022825865,4.0,0.2502248238373493,-0.5753229731691537,0.6737822922654476,2.0,0.622449,816.0,0.0254303052102637
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,188.0,58164.0,64.0,0.057474098528446,0.005,0.001,0.002673594,0.005,0.001,0.005347188,0.002,0.0004,0.003793,0.00125169,0.02464539,0.0,0.636782,0.044076,0.010724,0.15529,50.4488,63.0627,26.5,0.61384,0.1,0.24552,0.04,-60.5303,6.6274858628720255,11.474824374024692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.6910647621185302,5.0,1.0,1.0,1.0,0.0,5.0,15.610581366764889,3.0,0.1471589176676803,-0.7329459941620562,0.0061029771133743,2.0,0.090351,582.0,0.0240742555080489
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,103745.0,45.0,0.024480281300115,0.005,0.001,0.000499422,0.005,0.001,0.000998844,0.002,0.0004,0.000816,0.00026928,0.0340758,0.0,0.677797,0.039555,0.008847,0.149091,38.5793,40.4266,26.5,0.86944,0.1,0.34776,0.04,-57.1206,6.342245788103543,11.107779223820629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.7378454404249526,5.0,1.0,1.0,1.0,0.0,5.0,26.883639784503032,8.5,0.2896728434639072,0.0929826880266719,1.1388045429097051,1.0,0.40011,1038.0,0.007382733772461
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0,75615.0,15.0,0.0639978378254944,0.005,0.001,0.002611224,0.005,0.001,0.005222448,0.002,0.0004,0.002942,0.00097086,0.04053357,0.0,0.51575,0.049081,0.008338,0.211983,43.2186,56.8005,26.5,0.09368,0.1,0.03752,0.04,-56.6847,7.144491495763904,12.031670537383476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.5983275733903628,5.0,1.0,1.0,1.0,0.0,5.0,18.70295212151313,9.0,0.3725361130790491,-0.1477942860075781,0.9943932815425996,3.0,0.872954,757.0,0.0084398847678001
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,82.0,102829.0,29.0,0.0200372844489543,0.005,0.001,0.002605218,0.005,0.001,0.005210436,0.002,0.0004,0.001179,0.00038907,0.02763024,0.0,0.74875,0.038174,0.008076,0.20181,44.032,46.6504,26.5,0.07736,0.1,0.0309599999999999,0.04,-57.1775,9.646412197058655,13.6525609265289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.21053372044803007,5.0,1.0,1.0,1.0,0.0,5.0,16.520880187846984,8.5,0.3493440392379997,0.0012781716040662,1.123857853601901,3.0,1.211377,1029.0,0.0070973463348527
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,193.0,19149.0,49.0,0.0487070009839716,0.005,0.001,0.001132362,0.005,0.001,0.002264724,0.002,0.0004,0.001215,0.00040095,0.04226541,0.0,0.846194,0.031748,0.01435,0.236351,32.1249,56.4262,26.5,1.0983999999999998,0.1,0.43936,0.04,-57.784,7.26189187194379,12.142338609855818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.5733744136078183,5.0,1.0,1.0,1.0,0.0,5.0,26.987322263213493,9.0,0.3542399154597326,-0.0632888037083952,0.933455787648628,3.0,0.359607,192.0,0.0143051857809303
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,167.0,42252.0,52.0,0.0364286199446878,0.005,0.001,0.000604296,0.005,0.001,0.001208592,0.002,0.0004,0.002118,0.00069894,0.03725403,0.0,0.732641,0.044424,0.00803,0.146116,44.1692,53.0108,26.5,0.07944,0.1,0.03176,0.04,-57.7285,5.2052445289651565,8.9320717981993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.013006113205406,5.0,1.0,1.0,1.0,0.0,5.0,19.386616886015087,8.5,0.494507504299548,-0.1418973249540882,1.3162429017963329,2.0,0.240822,423.0,0.0083864631114698
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,227.0,60156.0,56.0,0.0405620715158251,0.005,0.001,0.001195656,0.005,0.001,0.002391312,0.002,0.0004,0.00487,0.0016071,0.04981713,0.0,0.570899,0.041789,0.009499,0.079895,50.0191,38.9132,26.5,0.6196,0.1,0.24784,0.04,-59.3904,5.052017030204058,8.50195717741418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0328021395116989,5.0,1.0,1.0,1.0,0.0,5.0,27.82911551631744,7.5,0.5112738888052302,-0.1979918135255788,1.986303113612099,0.0,0.0,602.0,0.0112690673663411
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,97.0,102394.0,94.0,0.044965118881957,0.005,0.001,0.001161006,0.005,0.001,0.002322012,0.002,0.0004,0.006249,0.00206217,0.03700785,0.0,0.707563,0.03049,0.010409,0.17571,36.0426,54.3682,26.5,0.75312,0.1,0.30128,0.04,-60.7226,4.816160737436825,7.740140602401258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.1672519114725242,5.0,1.0,1.0,1.0,0.0,5.0,29.424720519036057,8.0,0.2531674228492009,-0.218622931393375,0.5495789551185586,1.0,0.375307,1024.0,0.0039239489357266
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,241.0,88926.0,26.0,0.0432737445234366,0.005,0.001,0.003542154,0.005,0.001,0.007084308,0.002,0.0004,0.002938,0.00096954,0.02106687,0.0,0.470485,0.027191,0.009969,0.186572,47.0454,20.4499,26.5,0.76256,0.1,0.30504,0.04,-58.4085,7.921335255433684,12.680909994662962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.4989461357599205,5.0,1.0,1.0,1.0,0.0,5.0,22.869564171224464,5.5,0.4658087204834373,-0.4470508676769117,1.5797431871171563,2.0,0.538683,890.0,0.0012526008217884
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,242.0,101264.0,64.0,0.0472648440320815,0.005,0.001,0.001428966,0.005,0.001,0.002857932,0.002,0.0004,0.000731,0.00024123,0.03256539,0.0,0.710446,0.042193,0.009053,0.158258,31.4235,53.4951,26.5,0.0856,0.1,0.03424,0.04,-58.816,9.288594314813002,13.487837612250056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.23107222761925916,5.0,1.0,1.0,1.0,0.0,5.0,5.753380371113923,6.5,0.1179341149823996,-0.7103791575335612,-0.3601692531625181,1.0,0.354322,1013.0,0.0036510233765261
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,44.0,120838.0,38.0,0.04328799342922,0.005,0.001,0.002300298,0.005,0.001,0.004600596,0.002,0.0004,0.001007,0.00033231,0.04111305,0.0,1.14184,0.023016,0.009319,0.186819,29.6224,43.9336,26.5,0.09584,0.1,0.03832,0.04,-57.5248,9.743247174710612,13.694636283143264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.2042581535110442,5.0,1.0,1.0,1.0,0.0,5.0,8.821784177357214,13.0,0.2656944401746637,0.4747132992542164,0.6714451026462563,2.0,0.858376,1209.0,0.0233075898357955
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,59.0,110357.0,57.0,0.0287210126011939,0.005,0.001,0.001560636,0.005,0.001,0.003121272,0.002,0.0004,0.001902,0.00062766,0.03057648,0.0,0.697925,0.024272,0.009788,0.18375,32.4448,32.8596,26.5,0.784,0.1,0.3136,0.04,-57.757,6.961296482867641,11.848170464597729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.5996922378634323,5.0,1.0,1.0,1.0,0.0,5.0,12.729417659898395,13.5,0.2518934281777235,0.7180236346487233,0.2727755679555085,1.0,0.449987,1104.0,0.0185065540179815
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,216.0,12499.0,99.0,0.0237722372741785,0.005,0.001,0.00167013,0.005,0.001,0.00334026,0.002,0.0004,0.004365,0.00144045,0.02973234,0.0,0.738179,0.040877,0.00875,0.174312,43.957,30.5623,26.5,0.05672,0.1,0.02272,0.04,-56.1126,5.566318241923086,9.787014599722855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.9179902191207441,5.0,1.0,1.0,1.0,0.0,5.0,29.72737242426148,11.5,0.1682809982308427,0.3461069019321245,0.0153514841665969,1.0,0.115171,125.0,0.0807423050556524
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,141.0,24121.0,21.0,0.0564912938875636,0.005,0.001,0.000835758,0.005,0.001,0.001671516,0.002,0.0004,0.001073,0.00035409,0.03685836,0.0,0.785676,0.037941,0.011605,0.242746,37.1989,36.0446,26.5,0.57104,0.1,0.2284,0.04,-56.0436,6.843805287214991,11.72289398520357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.632237653359023,5.0,1.0,1.0,1.0,0.0,5.0,26.94700215462576,13.5,0.1086859170487177,0.337601707425912,-0.1698934610330177,1.0,0.059864,242.0,0.2015567140014074
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,237.0,44481.0,81.0,0.0378427658803831,0.005,0.001,0.00085701,0.005,0.001,0.00171402,0.002,0.0004,0.001575,0.00051975,0.04157736,0.0,0.801517,0.037433,0.011333,0.164652,37.3136,48.2578,26.5,0.08008,0.1,0.032,0.04,-57.384,6.123373216796266,10.78936771538592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.8051327232099951,5.0,1.0,1.0,1.0,0.0,5.0,19.086739895459235,15.0,0.1286359399524383,0.5543494569256167,-0.0830401857068401,1.0,0.240077,445.0,0.2031112524401148
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,53.0,48753.0,53.0,0.0423393207875251,0.005,0.001,0.002190804,0.005,0.001,0.004381608,0.002,0.0004,0.003392,0.00111936,0.03671712,0.0,0.852243,0.040624,0.009713,0.200049,35.7295,56.1758,26.5,1.00888,0.1,0.40352,0.04,-56.438,6.448048463459827,11.249744542112625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.7251875243816878,5.0,1.0,1.0,1.0,0.0,5.0,21.29871458764073,13.5,0.2462504730532058,0.9941600150440252,0.7465597095503389,1.0,0.233031,488.0,0.1349094102179775
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,28.0,76101.0,1.0,0.0330752380026696,0.005,0.001,0.00027951,0.005,0.001,0.00055902,0.002,0.0004,0.00242,0.0007986,0.04595415,0.0,0.959344,0.03745,0.011965,0.176048,35.9093,46.1476,26.5,0.89392,0.1,0.3576,0.04,-58.5398,4.529792469920528,6.61289692754454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.411992443996703,5.0,1.0,1.0,1.0,0.0,5.0,22.254160921435147,15.0,0.1151673104546604,0.7673168766386821,-0.6258785066599097,1.0,0.236578,762.0,0.0530191944756597
