,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,88464.0,64.0,0.0264315750307666,0.01,0.001,0.00172656,0.01,0.001,0.002616,0.004,0.0004,0.002118,0.002118,0.092801,0.0,0.752844,0.047607,0.012124,0.143029,36.3532,51.4186,26.5,0.02164,0.1,0.00864,0.04,-56.3391,6.946388424084679,7.986376448222537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.14384e-319,5.0,0.1980513761816469,-0.4387789792136601,0.6224500282030175,2.0,0.573553,885.0,0.0033797592753633
1,1.0,1.0,1.0,1.0,1.0,1.0,108.0,40340.0,40.0,0.0198692074936574,0.01,0.001,0.0076626,0.01,0.001,0.01161,0.004,0.0004,0.004999,0.004999,0.097175,0.0,0.670463,0.05095,0.009722,0.164694,36.7917,51.0825,26.5,0.42492,0.1,0.16996,0.04,-58.5843,8.586182493150497,9.79148469135688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47676e-314,4.0,0.1255235477773912,-0.9693743240202708,-0.4991599899044349,3.0,0.678953,404.0,0.0031166807798857
2,2.0,2.0,2.0,2.0,2.0,2.0,23.0,66110.0,10.0,0.0107191883188465,0.01,0.001,0.00196944,0.01,0.001,0.002984,0.004,0.0004,0.002283,0.002283,0.100318,0.0,1.19935,0.015899,0.010233,0.210238,29.0481,18.641,26.5,0.5426,0.1,0.21704,0.04,-56.5581,7.077271669685955,8.14050809441098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1e-323,3.5,0.0872836680596964,-0.5687580516638726,-0.2804324911293014,3.0,0.71033,662.0,0.0382155270387607
3,3.0,3.0,3.0,3.0,3.0,3.0,121.0,65356.0,56.0,0.0309388409530159,0.01,0.001,0.00149688,0.01,0.001,0.002268,0.004,0.0004,0.003553,0.003553,0.111747,0.0,0.756412,0.058242,0.01307,0.270877,9.96719,61.3923,26.5,0.43704,0.1,0.1747999999999999,0.04,-57.0407,5.704501386466797,6.424657175843179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.48277e-314,4.5,0.1593299063170794,-0.4695223115846195,0.2390209922799568,1.0,0.293047,654.0,0.0452890652481088
4,4.0,4.0,4.0,4.0,4.0,4.0,134.0,83141.0,41.0,0.0308587113978238,0.01,0.001,0.00123156,0.01,0.001,0.001866,0.004,0.0004,0.004022,0.004022,0.106711,0.0,0.613854,0.048737,0.006151,0.126082,32.6539,48.2419,26.5,0.52364,0.1,0.20944,0.04,-59.5337,5.284393395972462,5.853344899007792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.43493e-314,1.5,0.3396957864020186,-1.2288385601237133,1.1028568221413688,6.0,1.429099,832.0,0.0350690184902967
5,5.0,5.0,5.0,5.0,5.0,5.0,224.0,124005.0,5.0,0.0412586218416146,0.01,0.001,0.00323532,0.01,0.001,0.004902,0.004,0.0004,0.001215,0.001215,0.113634,0.0,0.546054,0.049139,0.009404,0.197402,39.4139,30.6725,26.5,0.05792,0.1,0.02316,0.04,-57.8008,10.187087927791282,11.328405784282575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.391251457272221,-0.5207775555713372,1.3999410852843266,3.0,1.5485,1241.0,0.0353312884318853
6,6.0,6.0,6.0,6.0,6.0,6.0,172.0,124120.0,20.0,0.0493251758115212,0.01,0.001,0.00846516,0.01,0.001,0.012826,0.004,0.0004,0.001675,0.001675,0.110732,0.0,0.764274,0.054807,0.008124,0.1595,43.4084,63.5912,26.5,0.3539599999999999,0.1,0.1416,0.04,-58.9219,11.88644433168536,12.770680228779968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47844e-314,4.0,0.1989401832901281,-0.4660118681991761,0.21086965607091,1.0,0.238459,1242.0,0.0065670445809396
7,7.0,7.0,7.0,7.0,7.0,7.0,234.0,133404.0,4.0,0.0290087040465211,0.01,0.001,0.00966108,0.01,0.001,0.014638,0.004,0.0004,0.000934,0.000934,0.073117,0.0,0.431631,0.05657,0.009046,0.201649,52.7922,43.0445,26.5,0.02368,0.1,0.0094799999999999,0.04,-57.4641,13.287298454888916,13.842516428667755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.2721036955415562,-0.3899621993739819,0.826815183283352,2.0,0.7956460000000001,1335.0,0.0008177599215028
8,8.0,8.0,8.0,8.0,8.0,8.0,120.0,103267.0,67.0,0.0333615585518791,0.01,0.001,0.00156024,0.01,0.001,0.002364,0.004,0.0004,0.007741,0.007741,0.09207,0.0,0.810504,0.043855,0.008438,0.192658,34.6124,54.8244,26.5,0.03884,0.1,0.01556,0.04,-58.3522,4.87909798386837,5.281307370229153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26895e-314,3.0,0.2462019474422914,-1.2643904176053913,0.5350486046522148,2.0,0.864421,1033.0,0.0570580155796216
9,9.0,9.0,9.0,9.0,9.0,9.0,189.0,58548.0,48.0,0.0121681130757836,0.01,0.001,0.00780912,0.01,0.001,0.011832,0.004,0.0004,0.002845,0.002845,0.122837,0.0,0.792789,0.043561,0.006943,0.193692,42.626,38.7329,26.5,0.48932,0.1,0.19572,0.04,-57.2622,10.273994162481664,11.406497742950219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.16585e-54,9.5,0.3273937893938073,0.1668730430078696,1.1054494725058597,3.0,0.5384329999999999,586.0,0.0244343795076215
10,10.0,10.0,10.0,10.0,10.0,10.0,167.0,42252.0,52.0,0.0407039596083288,0.01,0.001,0.00109428,0.01,0.001,0.001658,0.004,0.0004,0.003182,0.003182,0.112891,0.0,0.732641,0.044424,0.00803,0.146116,44.1692,53.0108,26.5,0.03972,0.1,0.01588,0.04,-57.7285,5.424942519188578,6.046958379545328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.41321e-314,8.5,0.494507504299548,-0.1418973249540882,1.3162429017963329,2.0,0.240822,423.0,0.0083864631114698
11,11.0,11.0,11.0,11.0,11.0,11.0,102.0,1853.0,53.0,0.0373309935550205,0.01,0.001,0.00172656,0.01,0.001,0.002616,0.004,0.0004,0.002118,0.002118,0.086169,0.0,0.798471,0.036765,0.008085,0.171093,33.7487,47.2315,26.5,0.0440799999999999,0.1,0.01764,0.04,-57.287,6.946388424084679,7.986376448222537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.26863e-314,8.5,0.1154294022543187,0.0809781793206134,-0.3109615887683641,2.0,0.227193,19.0,0.0083678699331265
12,12.0,12.0,12.0,12.0,12.0,12.0,176.0,108040.0,40.0,0.0473911877404584,0.01,0.001,0.0065274,0.01,0.001,0.00989,0.004,0.0004,0.000484,0.000484,0.104543,0.0,0.755549,0.039465,0.008574,0.162913,31.783,49.2205,26.5,0.0316,0.1,0.0126399999999999,0.04,-57.9872,13.661542751985847,14.113520846955705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44623e-314,6.5,0.3800633578955626,-0.6332117167401804,1.1360372301741355,2.0,0.8522890000000001,1081.0,0.0106280634382625
13,13.0,13.0,13.0,13.0,13.0,13.0,241.0,88926.0,26.0,0.0341414701599311,0.01,0.001,0.00123552,0.01,0.001,0.001872,0.004,0.0004,0.007674,0.007674,0.063839,0.0,0.470485,0.027191,0.009969,0.186572,47.0454,20.4499,26.5,0.38128,0.1,0.15252,0.04,-58.4085,4.716223470011247,5.045891762025217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.11e-321,5.5,0.4658087204834373,-0.4470508676769117,1.5797431871171563,2.0,0.538683,890.0,0.0012526008217884
14,14.0,14.0,14.0,14.0,14.0,14.0,97.0,102394.0,94.0,0.0358027582235735,0.01,0.001,0.00934164,0.01,0.001,0.014154,0.004,0.0004,0.003449,0.003449,0.112145,0.0,0.707563,0.03049,0.010409,0.17571,36.0426,54.3682,26.5,0.37656,0.1,0.15064,0.04,-60.7226,10.235861696665435,11.372294970359576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47327e-314,8.0,0.2531674228492009,-0.218622931393375,0.5495789551185586,1.0,0.375307,1024.0,0.0039239489357266
15,15.0,15.0,15.0,15.0,15.0,15.0,193.0,19149.0,49.0,0.0081658121906938,0.01,0.001,0.0025938,0.01,0.001,0.00393,0.004,0.0004,0.003412,0.003412,0.128077,0.0,0.846194,0.031748,0.01435,0.236351,32.1249,56.4262,26.5,0.5491999999999999,0.1,0.21968,0.04,-57.784,6.790063549847718,7.799787982383845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.41663e-314,9.0,0.3542399154597326,-0.0632888037083952,0.933455787648628,3.0,0.359607,192.0,0.0143051857809303
16,16.0,16.0,16.0,16.0,16.0,16.0,89.0,74804.0,4.0,0.0325403463126078,0.01,0.001,0.0034452,0.01,0.001,0.00522,0.004,0.0004,0.000934,0.000934,0.096489,0.0,0.655395,0.04531,0.009221,0.16168,41.1366,52.1033,26.5,0.0416,0.1,0.01664,0.04,-55.8911,11.092901014961644,12.118552723776904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.3495862436722388,-0.0164055077626972,1.627848448769258,3.0,0.952438,749.0,0.0177092187246343
17,17.0,17.0,17.0,17.0,17.0,17.0,156.0,71137.0,37.0,0.0449061265698673,0.01,0.001,0.00125004,0.01,0.001,0.001894,0.004,0.0004,0.00083,0.00083,0.097204,0.0,0.747414,0.03819,0.009838,0.194663,36.0366,51.5338,26.5,0.40028,0.1,0.1601199999999999,0.04,-55.9385,8.536196020119373,9.740210054650534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44739e-314,9.5,0.2824409159624964,0.188819648256702,0.3690583864324014,3.0,0.886979,712.0,0.0082042934133776
18,18.0,18.0,18.0,18.0,18.0,18.0,50.0,49470.0,70.0,0.0304855047230574,0.01,0.001,0.00707388,0.01,0.001,0.010718,0.004,0.0004,0.002319,0.002319,0.097353,0.0,0.800857,0.02436,0.00954,0.110521,39.2931,38.8521,26.5,0.03684,0.1,0.01472,0.04,-54.1004,10.572793791420361,11.671201717467008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.43945e-314,11.5,0.2307279149835355,0.4042280483453833,0.3482490937500056,1.0,0.202567,495.0,0.0110902251156885
19,19.0,19.0,19.0,19.0,19.0,19.0,76.0,34591.0,91.0,0.0008383052953724,0.01,0.001,0.00849816,0.01,0.001,0.012876,0.004,0.0004,0.004363,0.004363,0.102552,0.0,0.814171,0.035675,0.008939,0.16557,34.0964,43.6397,26.5,0.40784,0.1,0.16312,0.04,-56.09,9.278082918339626,10.479815958299664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.24726e-314,15.0,0.1958913195968947,1.104092728703738,-0.2986610040864502,2.0,0.38007,346.0,0.039987468953693
20,20.0,20.0,20.0,20.0,20.0,20.0,216.0,12499.0,99.0,0.0228148866781935,0.01,0.001,0.00579744,0.01,0.001,0.008784,0.004,0.0004,0.001063,0.001063,0.090098,0.0,0.738179,0.040877,0.00875,0.174312,43.957,30.5623,26.5,0.02836,0.1,0.01136,0.04,-56.1126,12.06317347975338,12.911246842174954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.12725e-314,11.5,0.1682809982308427,0.3461069019321245,0.0153514841665969,1.0,0.115171,125.0,0.0807423050556524
21,21.0,21.0,21.0,21.0,21.0,21.0,198.0,79301.0,1.0,0.0192723377709169,0.01,0.001,0.00458964,0.01,0.001,0.006954,0.004,0.0004,0.001078,0.001078,0.103873,0.0,1.03845,0.048199,0.006811,0.22498,26.4192,53.4346,26.5,0.39304,0.1,0.1572,0.04,-56.588,11.466249884746162,12.429755458069936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,14.0,0.4190266740930285,0.5455811758118222,1.2683512682241371,1.0,0.226099,794.0,0.0031636813669761
22,22.0,22.0,22.0,22.0,22.0,22.0,154.0,78338.0,38.0,0.0227909487827829,0.01,0.001,0.00142428,0.01,0.001,0.002158,0.004,0.0004,0.006576,0.006576,0.125749,0.0,0.940776,0.048429,0.010012,0.17853,37.8195,45.6847,26.5,0.42076,0.1,0.16832,0.04,-58.1594,4.938658978936045,5.3666231730732665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.28057e-314,12.5,0.0584414759591098,0.4138199439413568,-0.9554411060123882,0.0,0.0,784.0,0.1349879172091372
23,23.0,23.0,23.0,23.0,23.0,23.0,164.0,21758.0,58.0,0.0338717900146383,0.01,0.001,0.00295416,0.01,0.001,0.004476,0.004,0.0004,0.002208,0.002208,0.08992,0.0,0.39715,0.029465,0.011572,0.167639,30.68,25.5915,26.5,0.36,0.1,0.144,0.04,-55.3313,8.204799259703748,9.39469856874568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.44129e-314,12.5,0.1473167305482114,0.159284051568527,0.1393797118326423,1.0,0.065065,218.0,0.0847959576522426
24,24.0,24.0,24.0,24.0,24.0,24.0,117.0,43588.0,88.0,0.0374069999104744,0.01,0.001,0.00357852,0.01,0.001,0.005422,0.004,0.0004,0.004581,0.004581,0.107309,0.0,0.713701,0.031538,0.009261,0.168477,38.2209,67.9345,26.5,0.4067599999999999,0.1,0.1627199999999999,0.04,-58.4093,6.850280607961063,7.871987874794935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.47618e-314,12.5,0.2725913473417835,0.4052866646416463,0.5846549612211338,3.0,0.484799,436.0,0.0081467649532005
