,Sim,Wsnr,Heterogeneity,gKCC2,gGABA_tonic,current_noise,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,STD FR,STD CV
203,204,0.1,0.30000000000000004,0.003,0.006,0.01,3.63910549257999e-05,1.273396219736343e-12,9.289855179500136e-07,1.6764230492118316e-12,0.6108550947260625,0.5773169482846903,0.5940860215053764,0.65,13.32258064516129,0.0792106723820853,9.075888285946464,0.07758693946783496
204,205,0.1,0.30000000000000004,0.004,0.001,0.001,2.655508367773624e-10,2.3815402138524443e-06,7.706693493074266e-11,0.954867393547703,0.7936507936507935,0.1904761904761905,0.492063492063492,0.75,11.097222222222221,0.18055424693117228,7.360573879766861,0.199426512454095
205,206,0.1,0.30000000000000004,0.004,0.001,0.01,4.3439588953742905e-07,1.646340049382915e-06,7.581459504489792e-09,0.2115634614519549,0.5964285714285714,0.15992063492063488,0.37817460317460316,0.83,12.86875,0.1609522837538792,8.394099024761383,0.1549126723723137
206,207,0.1,0.30000000000000004,0.004,0.002,0.001,2.5144627273063544e-14,4.2872952155227243e-07,7.150477499531844e-13,0.24879659355197223,0.9419328912999799,0.305806710870002,0.623869801084991,0.83,10.29746835443038,0.1604931852823415,7.775944318632106,0.19101023294607214
207,208,0.1,0.30000000000000004,0.004,0.002,0.01,1.0894343917896945e-09,0.001228166300830029,1.677410245493654e-09,0.003896080549281492,0.6793650793650794,0.19206349206349208,0.4357142857142857,0.75,11.735714285714286,0.13939102805059447,8.565179269482183,0.10903697628677328
208,209,0.1,0.30000000000000004,0.004,0.003,0.001,5.0090339379159497e-05,1.4374708606823728e-22,2.821490137000412e-06,1.4719045352062495e-10,0.5901875901875903,0.2821067821067821,0.43614718614718617,0.68,13.977272727272727,0.08487049915752624,9.576419832296814,0.11404759093815495
209,210,0.1,0.30000000000000004,0.004,0.003,0.01,3.9776881448788355e-09,0.0020900245612375952,8.777676692828767e-07,0.017288010232822164,0.8253968253968255,0.2857142857142857,0.5555555555555556,0.66,13.238095238095237,0.14415925339880115,10.36050848435644,0.1220542058044731
210,211,0.1,0.30000000000000004,0.004,0.004,0.001,2.480563525227549e-07,1.6077114969016774e-09,6.84867056310912e-08,4.244947400998488e-05,0.7165898617511521,0.4413722478238607,0.5789810547875064,0.66,12.370967741935484,0.11326579918256419,8.700637483073447,0.1525146535129934
211,212,0.1,0.30000000000000004,0.004,0.004,0.01,1.4579981600234606e-08,2.303541358942171e-08,3.907941794813713e-08,0.07863958087550453,0.6118326118326117,0.3686868686868686,0.4902597402597402,0.8,13.136363636363637,0.15151098046339614,9.059197938909383,0.17524457975485588
212,213,0.1,0.30000000000000004,0.004,0.005,0.001,3.023194916656736e-13,1.0872600835855746e-11,4.0695091132410234e-11,3.4759963747138115e-11,0.8711326338444982,0.5368576809254775,0.7039951573849879,0.64,9.76271186440678,0.08112565029808465,7.04065430089949,0.0934096261341702
213,214,0.1,0.30000000000000004,0.004,0.005,0.01,1.330043880390237e-07,3.79974213686215e-06,4.931181753272498e-08,0.2145766284889109,0.6969474969474969,0.5118437118437119,0.6043956043956045,0.67,12.476923076923077,0.20337483814926896,8.733855774306702,0.23021556005247437
214,215,0.1,0.30000000000000004,0.004,0.006,0.001,5.135770308689338e-06,1.003492670773415e-15,1.136321037087801e-05,6.468109069348597e-16,0.6174603174603174,0.573015873015873,0.5952380952380951,0.61,14.175,0.06211031268669525,9.69270559063189,0.07429568153325374
215,216,0.1,0.30000000000000004,0.004,0.006,0.01,3.8388125637310444e-10,1.8893838828003395e-06,7.678958722632061e-11,0.19250226064489345,0.9126984126984126,0.47619047619047616,0.6944444444444444,0.66,10.452380952380953,0.2077539496467317,6.0982135594598565,0.2768052733481162
216,217,0.1,0.30000000000000004,0.005,0.001,0.001,2.9520512406166898e-06,3.299290214752746e-05,1.9403883468263102e-08,0.09454509284708093,0.6214285714285714,0.18492063492063487,0.4031746031746032,0.83,13.0625,0.15492054003736067,9.196933932023216,0.1506928197713086
217,218,0.1,0.30000000000000004,0.005,0.001,0.01,9.031803790491913e-08,4.1984478931943845e-08,2.8663236166636956e-08,0.014021721257057187,0.7034252297410192,0.2928153717627401,0.49812030075187963,0.79,12.921052631578947,0.14292476101530802,9.525952304783988,0.14845483644140892
218,219,0.1,0.30000000000000004,0.005,0.002,0.001,2.0677612571190503e-13,2.3666492281542683e-07,1.1344664634507556e-11,0.0086236174452678,0.8606701940035274,0.21516754850088177,0.5379188712522046,0.85,11.018518518518519,0.14156628470861707,8.80461594862283,0.14410454635076725
219,220,0.1,0.30000000000000004,0.005,0.002,0.01,2.6881919378477905e-14,0.00013828947520395463,4.42972895658146e-12,0.03962097635468435,0.9507936507936509,0.13134920634920633,0.5410714285714286,0.82,10.69375,0.1518902343575386,8.839716394630543,0.11633747296092221
220,221,0.1,0.30000000000000004,0.005,0.003,0.001,3.693422462951084e-06,7.803223752123432e-12,7.07021279404991e-07,1.073619979013e-06,0.5420168067226891,0.37021475256769365,0.4561157796451914,0.7,13.580882352941176,0.10658511041019214,9.388513904718911,0.13006435410343217
221,222,0.1,0.30000000000000004,0.005,0.003,0.01,1.7520295729388438e-13,0.0006581660225379538,8.412588453895014e-13,0.4653538689320269,0.8302808302808303,0.17338217338217338,0.5018315018315018,0.82,10.320512820512821,0.19139155011579292,7.3593540507783315,0.18219835884522065
222,223,0.1,0.30000000000000004,0.005,0.004,0.001,7.713106875118372e-11,2.4067346267676603e-11,2.2825909956128038e-11,0.03014902467265454,0.874674247808576,0.3961146647713812,0.6353944562899786,0.71,10.298507462686567,0.14264674170570132,7.629997604454025,0.18559164929630972
223,224,0.1,0.30000000000000004,0.005,0.004,0.01,2.213883065301849e-08,0.000961264902260208,7.630446050068746e-09,0.02923224371330605,0.7254205164652926,0.3364131722340677,0.5309168443496801,0.73,11.955223880597014,0.14677278973439914,8.993252588138319,0.13643672356287034
224,225,0.1,0.30000000000000004,0.005,0.005,0.001,5.9490967094656826e-05,4.1980180887285415e-17,1.2453059824758987e-06,1.0784298372415713e-12,0.5981620718462823,0.5309106098579781,0.5645363408521302,0.61,13.12280701754386,0.07094889672159878,8.454875424064033,0.09674389360029795
225,226,0.1,0.30000000000000004,0.005,0.005,0.01,9.17884950101913e-13,1.314920906084143e-08,9.924242375200802e-11,0.0004625195564532825,0.8620612564274536,0.4659065504135926,0.663983903420523,0.74,10.971830985915492,0.12644706189090607,8.378328568708502,0.1450264015781645
226,227,0.1,0.30000000000000004,0.005,0.006,0.001,4.759909179587489e-09,9.657412227328503e-14,2.3046853164127775e-09,3.5262542716378804e-06,0.8070436507936508,0.5411706349206348,0.6741071428571428,0.7,11.4453125,0.10508741198474553,7.878033734844231,0.15165245045722991
227,228,0.1,0.30000000000000004,0.005,0.006,0.01,4.744453156079694e-07,2.8145087923002063e-06,1.4959377258626843e-07,0.0003937181574237307,0.6878306878306879,0.4867724867724868,0.5873015873015873,0.58,11.99074074074074,0.12310298802083094,8.621941615963364,0.12472360839568275
228,229,0.1,0.30000000000000004,0.006,0.001,0.001,3.078246122846296e-11,3.081905022061348e-13,1.0277950609593581e-11,0.00013129435449116318,0.7865961199294532,0.2892416225749559,0.5379188712522045,0.84,11.006172839506172,0.12444999768992254,8.70805424935058,0.14060900186435848
229,230,0.1,0.30000000000000004,0.006,0.001,0.01,2.352358790972457e-09,0.0001356948962039657,1.7905127195066408e-08,0.2781524474558664,0.7743891564116283,0.21499910825753518,0.49469413233458176,0.91,13.280898876404494,0.195536582373027,10.700455481269382,0.16067840834143715
230,231,0.1,0.30000000000000004,0.006,0.002,0.001,3.0664966984416595e-08,1.5092033971313867e-06,5.040646037263253e-08,8.012224790125877e-05,0.618095238095238,0.26158730158730154,0.4398412698412698,0.78,13.126666666666667,0.12476822415010211,8.867578900441515,0.11659616460354723
231,232,0.1,0.30000000000000004,0.006,0.002,0.01,2.23368225542564e-11,0.00029905929836366674,1.961923964135246e-11,0.4380332412473763,0.8715728715728714,0.21933621933621933,0.5454545454545454,0.8,11.0,0.16787855188185166,8.031189202104505,0.15545462528957613
232,233,0.1,0.30000000000000004,0.006,0.003,0.001,7.907802984754325e-10,8.762323513575101e-14,1.61328084575615e-09,5.227797967758615e-07,0.7936507936507935,0.6089466089466089,0.7012987012987012,0.79,12.084415584415584,0.10251134054879642,9.450967997355079,0.1551383826088871
233,234,0.1,0.30000000000000004,0.006,0.003,0.01,3.59182327939695e-17,1.9011057656403362e-05,2.530316740291567e-15,0.0025380411597340754,1.0582010582010581,0.3386243386243386,0.6984126984126984,0.87,9.148148148148149,0.13669611610306356,7.154142564270297,0.13677381211865539
234,235,0.1,0.30000000000000004,0.006,0.004,0.001,4.786779824067715e-14,1.4815553063682974e-08,1.6359029430350441e-12,0.007779754153672565,0.9464285714285715,0.3849206349206349,0.6656746031746033,0.7,9.4140625,0.13671035263203785,6.111307838433092,0.15750252602606135
235,236,0.1,0.30000000000000004,0.006,0.004,0.01,7.119873793755039e-15,2.4993677911212983e-08,2.73796057396745e-12,2.7172669828673586e-05,0.9523809523809522,0.31746031746031744,0.6349206349206349,0.68,9.380952380952381,0.11765091238810395,6.878027059835376,0.11398930827967224
236,237,0.1,0.30000000000000004,0.006,0.005,0.001,1.2385769464680468e-08,1.1979060331372553e-07,2.87635449801668e-08,0.030140896517626355,0.7365079365079364,0.32063492063492055,0.5285714285714285,0.73,12.5,0.1462908928359566,9.933349312866662,0.15015925176970438
237,238,0.1,0.30000000000000004,0.006,0.005,0.01,8.980664057527605e-14,4.937622021779579e-06,1.3022900947260804e-13,0.003130284731791028,1.0144300144300145,0.3924963924963925,0.7034632034632035,0.7,8.886363636363637,0.13452655723178922,6.372761314913615,0.13855708189355903
238,239,0.1,0.30000000000000004,0.006,0.006,0.001,2.4315865755463483e-09,6.902516006111399e-15,3.4478073652305644e-08,4.701877493959961e-14,0.9139515455304928,0.4958228905597326,0.7048872180451127,0.62,11.728070175438596,0.06747841209134738,8.376067711692933,0.0783720112469553
239,240,0.1,0.30000000000000004,0.006,0.006,0.01,8.361786621509901e-13,2.9101183154748934e-05,4.5004747282336266e-10,0.006862892558497968,1.0174603174603174,0.3730158730158729,0.6952380952380952,0.67,10.45,0.13559125748301476,8.76341828283918,0.15316334583501034
240,241,0.1,0.30000000000000004,0.007,0.001,0.001,1.4708092989304798e-11,1.0317153356485395e-05,5.966514787270828e-10,0.12560494709546147,0.7394012457303597,0.05515370705244125,0.3972774763914005,0.81,11.848101265822784,0.1568870359977073,9.890013640664508,0.15110692350531416
241,242,0.1,0.30000000000000004,0.007,0.001,0.01,8.218432412647524e-09,4.898464325133072e-06,9.608694809377138e-10,0.25506033770996145,0.7707936507936507,0.15492063492063496,0.46285714285714286,0.79,11.82,0.16181451661590904,9.28893248261966,0.16501922408884848
242,243,0.1,0.30000000000000004,0.007,0.002,0.001,1.5088015401182502e-07,1.0849106636165296e-07,2.0072731780467573e-08,0.24221467970474803,0.6507936507936507,0.2928153717627401,0.4718045112781954,0.79,12.81578947368421,0.16060476132181767,9.439851869817646,0.1804551326124771
243,244,0.1,0.30000000000000004,0.007,0.002,0.01,2.6264754400304857e-10,3.973391669930465e-08,1.49939019870434e-09,0.40289835279000474,0.7757936507936507,0.2599206349206349,0.5178571428571428,0.82,12.1625,0.16678385306490992,10.030819694820558,0.1642569437360376
244,245,0.1,0.30000000000000004,0.007,0.003,0.001,1.4683243301408405e-09,1.5230741072184732e-09,1.3127586675955472e-08,0.00034155555115112144,0.8014785823005002,0.278756251358991,0.5401174168297456,0.77,12.5,0.12727437055860308,9.389224368741825,0.13343214703761705
245,246,0.1,0.30000000000000004,0.007,0.003,0.01,2.029787601379579e-11,0.000781405780340234,8.941029413808589e-11,0.8217737934514053,0.8559218559218559,0.17338217338217338,0.5146520146520146,0.81,11.294871794871796,0.17619684413992204,9.462962855744731,0.1549581308360743
246,247,0.1,0.30000000000000004,0.007,0.004,0.001,6.510005443877242e-09,2.0955197157286845e-10,1.95757165864492e-10,8.076777016962251e-10,0.733400402414487,0.4809970936731499,0.6071987480438185,0.74,11.211267605633802,0.0949585191025333,8.071712897359602,0.09623702267298206
247,248,0.1,0.30000000000000004,0.007,0.004,0.01,5.939300673390058e-11,3.9777714173412807e-05,4.414963425132498e-09,3.449331573645244e-05,0.7153097798259088,0.351510496671787,0.5334101382488479,0.67,11.524193548387096,0.11991071339637695,7.5564688263652195,0.09943173426862087
248,249,0.1,0.30000000000000004,0.007,0.005,0.001,4.417873958607829e-16,3.906583034663532e-09,1.5584006187663427e-12,0.02279572990645601,0.9243697478991596,0.42903828197945837,0.676704014939309,0.7,9.801470588235293,0.14246692367589753,6.0000856034839165,0.16992755144756055
249,250,0.1,0.30000000000000004,0.007,0.005,0.01,1.0956295758901888e-11,7.891195318616355e-06,1.8524385195688366e-11,0.0001984073983855874,0.83998283998284,0.36465036465036466,0.6023166023166023,0.77,10.804054054054054,0.12777845162430657,7.706971908413716,0.11586398091806441
250,251,0.1,0.30000000000000004,0.007,0.006,0.001,2.5376872878251005e-09,3.59366212232896e-12,5.676625136661957e-10,0.004531544455614617,0.6802054154995332,0.3996265172735761,0.5399159663865547,0.72,11.301470588235293,0.1333995275484171,8.077355650703916,0.1683083816969145
251,252,0.1,0.30000000000000004,0.007,0.006,0.01,1.5888872973669095e-11,8.109842933854289e-07,1.9421992301904615e-11,0.013487034267589461,0.8747072599531616,0.438199323445225,0.6564532916991933,0.66,9.778688524590164,0.14005162517636988,6.687108094944695,0.14866824101595558
252,253,0.1,0.4,0.001,0.001,0.001,0.016384420879637537,2.0357508130207396e-19,0.003083999015122225,9.476583851893002e-10,0.4063231850117096,0.4381993234452251,0.4222612542284674,0.64,17.0,0.08502119450320308,11.06686088446338,0.1222230922267282
253,254,0.1,0.4,0.001,0.001,0.01,3.057286709711299e-08,2.3932613424430877e-10,2.8932743262061507e-07,1.913874659401645e-05,0.7132936507936508,0.4161706349206349,0.5647321428571428,0.7,12.84375,0.11374173730971056,10.633773950837021,0.13517486098831144
254,255,0.1,0.4,0.001,0.002,0.001,0.12337606168405744,3.335520536058672e-20,0.06428250229033895,1.128987206711134e-16,0.3047619047619048,0.6063492063492063,0.45555555555555555,0.63,19.1,0.05881758162524282,12.733420593069246,0.07370901521682183
255,256,0.1,0.4,0.001,0.002,0.01,1.8244488982435664e-07,7.92324570330889e-10,4.30370376024417e-05,1.714823490459498e-10,0.6163108921729612,0.5339354132457579,0.5751231527093595,0.62,14.5,0.08635419164724357,11.462833494565729,0.08031176682355591
256,257,0.1,0.4,0.001,0.003,0.001,0.00927574198885102,1.6010853933431916e-28,0.00962858134139777,1.3975297661733352e-21,0.3927291346646185,0.6418330773169483,0.5172811059907834,0.66,17.64516129032258,0.041080425802303484,13.083906359308244,0.06898186727199485
257,258,0.1,0.4,0.001,0.003,0.01,0.00028088179964261246,1.5156371200195872e-11,0.0008549429303609684,1.2780777584444275e-09,0.45781119465329984,0.5659983291562238,0.5119047619047619,0.6,16.05263157894737,0.08854176660757203,11.017404178352459,0.09362443617651674
258,259,0.1,0.4,0.001,0.004,0.001,0.015976535931208968,2.7543144942161966e-30,0.004005082519619834,2.2073896352772567e-22,0.3422174840085288,0.6466477138118929,0.49443259891021085,0.7,17.32089552238806,0.04148061978236991,12.035923062821524,0.07506826117195518
259,260,0.1,0.4,0.001,0.004,0.01,0.064314208096777,6.321278083314277e-28,0.01876226802324261,5.110505492131514e-22,0.33333333333333337,0.6746031746031746,0.503968253968254,0.66,18.238095238095237,0.04549349577560828,11.755058736377782,0.03914761414979797
260,261,0.1,0.4,0.001,0.005,0.001,0.001340424927526849,6.75205240646139e-29,0.0002661021192563666,3.8556905367673675e-22,0.47222222222222227,0.6706349206349206,0.5714285714285714,0.62,15.375,0.03534635880909579,10.662957409381589,0.05043971689554296
261,262,0.1,0.4,0.001,0.005,0.01,4.297205448114604e-05,1.3237094214843654e-23,0.0003184663467079754,3.098418968714222e-19,0.5217613927291346,0.6418330773169483,0.5817972350230414,0.66,15.71774193548387,0.054056746145805655,11.61951256811143,0.04870483822802512
262,263,0.1,0.4,0.001,0.006,0.001,0.4531142569121022,3.398456571609995e-41,0.1513711630294311,2.2095313043346603e-24,0.23015873015873015,0.6746031746031746,0.4523809523809524,0.64,20.03174603174603,0.030853354966179608,11.830439960110777,0.07045284861159533
263,264,0.1,0.4,0.001,0.006,0.01,0.04703456190448495,1.6178312950239775e-21,0.019148885727812884,3.4771981814795934e-16,0.3571428571428571,0.6063492063492063,0.4817460317460317,0.62,18.141666666666666,0.06045773560077991,12.010443950532757,0.0766100417627013
264,265,0.1,0.4,0.002,0.001,0.001,1.8247700780083333e-07,5.756149529319302e-09,2.005038644697808e-07,0.05126197980504994,0.6793650793650794,0.3492063492063492,0.5142857142857142,0.73,13.128571428571428,0.1470779440883047,10.370178988083955,0.18204890739580976
265,266,0.1,0.4,0.002,0.001,0.01,0.004794294455693874,4.008891051107966e-06,0.003342424669040235,2.5801247804064506e-06,0.36047107014848945,0.44828469022017403,0.40437788018433174,0.65,17.008064516129032,0.11164415847422984,12.240365511977386,0.09886802437088871
266,267,0.1,0.4,0.002,0.002,0.001,0.0005171070066290827,2.1918316548308863e-13,3.523626905767027e-05,8.822128699621534e-08,0.4945436507936508,0.4786706349206348,0.4866071428571428,0.68,14.8046875,0.09794371986082004,10.976757115712443,0.12761991198474074
267,268,0.1,0.4,0.002,0.002,0.01,0.00021607364359771375,1.6486383207046804e-05,0.0005905597126916445,0.010280641333247431,0.5745341614906833,0.46100759144237397,0.5177708764665286,0.7,16.340579710144926,0.13910939246488577,11.749650859328122,0.15832392270875015
268,269,0.1,0.4,0.002,0.003,0.001,1.4826431099016284e-05,1.4522689923434047e-18,0.00035221894371914445,2.1317679072411107e-14,0.7119815668202765,0.5773169482846903,0.6446492575524834,0.65,15.75,0.06597425690945517,11.858966255334455,0.09817927288927598
269,270,0.1,0.4,0.002,0.003,0.01,6.983980538913691e-07,1.5766258713779127e-16,3.7126000081781444e-06,7.228192320591377e-05,0.694271911663216,0.5034506556245686,0.5988612836438922,0.73,14.05072463768116,0.11362198646960157,11.52852320555357,0.17577560158097855
270,271,0.1,0.4,0.002,0.004,0.001,1.3013528771635406e-07,2.858991422187395e-21,2.3695408336678756e-07,6.745569588515994e-22,0.7153097798259088,0.7063492063492063,0.7108294930875576,0.65,12.78225806451613,0.04463981447394845,9.193099168425167,0.04104175575535163
271,272,0.1,0.4,0.002,0.004,0.01,9.07633854231865e-06,4.000545523693693e-06,4.410342500711705e-06,0.516932764596129,0.5818281335522715,0.4969896004378763,0.5394088669950738,0.63,13.543103448275861,0.16715567838380538,10.532496708773895,0.2199197953035245
272,273,0.1,0.4,0.002,0.005,0.001,6.328788491949604e-06,3.379254714606165e-27,5.58341864392873e-07,2.441396366589084e-16,0.6016133229247982,0.640775435857403,0.6211943793911006,0.65,13.0,0.054003856205606264,9.581830483255068,0.10623144255901001
273,274,0.1,0.4,0.002,0.005,0.01,8.639251868305615e-05,5.43456702028524e-18,7.884563558770657e-05,1.316202875347676e-10,0.550712940543449,0.604654291094969,0.577683615819209,0.63,14.889830508474576,0.07925061572665854,11.110793270055774,0.11963052044608516
274,275,0.1,0.4,0.002,0.006,0.001,4.695800417765213e-05,1.0773972441766772e-26,1.3482679773792425e-05,9.702346186195415e-16,0.5487528344671202,0.5839002267573696,0.5663265306122449,0.55,13.408163265306122,0.0470831690987687,9.804035752411806,0.09794493791477427
275,276,0.1,0.4,0.002,0.006,0.01,0.018881992357097553,5.667654229344611e-19,0.011942258277164183,7.633796900446749e-15,0.4871794871794873,0.5909645909645909,0.539072039072039,0.55,17.46153846153846,0.060363505080681376,12.220272467158727,0.06855134041789501
276,277,0.1,0.4,0.003,0.001,0.001,0.0001940248208813098,1.6820897604877202e-14,0.0001002456614826714,8.474729127422393e-06,0.6016133229247983,0.41126723913609153,0.5064402810304449,0.64,15.114754098360656,0.10772309756158625,11.201724633983732,0.147610409392503
277,278,0.1,0.4,0.003,0.001,0.01,0.0013380319745393404,1.1944242066392961e-09,0.00011825169996366409,2.5801774504450415e-08,0.467695059244355,0.3119830091661078,0.3898390342052314,0.74,15.725352112676056,0.10395700556149874,10.744074269953188,0.09214525645661442
278,279,0.1,0.4,0.003,0.002,0.001,0.0001236975440430263,2.188028541780402e-15,0.0002775688418304846,1.8565070914671712e-14,0.5217613927291347,0.5450588837685612,0.5334101382488479,0.66,15.653225806451612,0.07022826895051744,11.535914714657444,0.07557589379972773
279,280,0.1,0.4,0.003,0.002,0.01,0.026015267251139656,1.677999567292596e-08,0.022589033032760403,0.0003288313666442477,0.40191897654584213,0.49739398246860916,0.44965647950722565,0.71,18.470149253731343,0.12193443062640912,12.121856600389641,0.15983187315826547
280,281,0.1,0.4,0.003,0.003,0.001,4.945834387512319e-07,1.7390490393435817e-20,1.3769730370857295e-06,1.489732897250633e-19,0.7222222222222222,0.6706349206349206,0.6964285714285714,0.62,12.875,0.04594857518672422,10.675928363780427,0.05138401762499534
281,282,0.1,0.4,0.003,0.003,0.01,1.4083858998477826e-05,2.637312785515543e-11,5.901893910044062e-07,5.994918155752273e-15,0.6185355862775216,0.6740911418330773,0.6463133640552994,0.67,13.129032258064516,0.07180098691682404,9.234811193151323,0.050867389298094826
282,283,0.1,0.4,0.003,0.004,0.001,0.04110968729576124,2.6374422436741947e-15,0.011764081368853868,2.6296521279302717e-11,0.29365079365079366,0.5277777777777779,0.4107142857142858,0.6,17.669642857142858,0.0749870083349576,11.371281490209968,0.11061816177215103
283,284,0.1,0.4,0.003,0.004,0.01,0.06341525710817984,1.1508453980014287e-14,0.009047909369151608,1.2688300148670805e-14,0.36031746031746037,0.6063492063492063,0.48333333333333334,0.63,17.666666666666668,0.06853033056421179,10.923089713487155,0.07152205743018489
284,285,0.1,0.4,0.003,0.005,0.001,4.8936427057895686e-05,6.454185864367533e-21,6.255715998210645e-05,2.033812302727222e-07,0.5999461931665321,0.5707559860102231,0.5853510895883776,0.63,14.754237288135593,0.08869874092399599,11.350491993128195,0.17468905700762766
285,286,0.1,0.4,0.003,0.005,0.01,0.0003926377798353741,3.894356306203729e-14,0.00018981288596351133,3.3023285339828076e-10,0.49171842650103514,0.46100759144237397,0.4763630089717046,0.71,15.76086956521739,0.09151532782958988,11.837244310524504,0.09827143407617936
286,287,0.1,0.4,0.003,0.006,0.001,5.835607709014681e-05,1.2697924142458373e-27,0.0006474152853949994,3.999119813669993e-14,0.6507936507936509,0.5195360195360195,0.5851648351648352,0.57,15.548076923076923,0.05643671953035704,11.779324951022243,0.10870818887492084
287,288,0.1,0.4,0.003,0.006,0.01,0.0007065772692964013,1.8689786024505593e-24,5.93471556979576e-05,2.3333935863555872e-17,0.5114285714285715,0.7063492063492063,0.6088888888888888,0.54,14.3,0.04951280697465164,8.950418984606252,0.0418411865127481
288,289,0.1,0.4,0.004,0.001,0.001,6.9140456949699494e-06,3.906583034663532e-09,5.805874016544928e-05,0.0014147434703036645,0.6213818860877683,0.14752567693744162,0.384453781512605,0.7,15.110294117647058,0.13159973180660234,12.257004476503393,0.1363562212272652
289,290,0.1,0.4,0.004,0.001,0.01,0.0006576083371900244,7.400503316704137e-05,2.2380945384882878e-05,0.014444186333972105,0.4886314886314886,0.20248820248820243,0.34555984555984554,0.77,15.195945945945946,0.1455215500510568,10.042752384507827,0.11841520851893776
290,291,0.1,0.4,0.004,0.002,0.001,1.5338309605666413e-08,3.5042377114980883e-12,2.1838946441069948e-08,0.18621881446668975,0.7254205164652926,0.4558161573086946,0.5906183368869936,0.69,12.283582089552239,0.15558540336754137,9.231364398677574,0.2111287516935727
291,292,0.1,0.4,0.004,0.002,0.01,3.567252923423857e-08,5.726272248620089e-10,3.7644024157394342e-06,1.1341739746647592e-06,0.7936507936507935,0.4126984126984127,0.603174603174603,0.68,13.674603174603174,0.10708427721547606,11.802998922845344,0.11598388055828478
292,293,0.1,0.4,0.004,0.003,0.001,5.533617423023853e-06,4.275036962405655e-08,9.35007891152345e-06,0.0004119087764544288,0.5401785714285714,0.3224206349206349,0.43129960317460314,0.68,14.1875,0.12576745912079973,11.239404732902894,0.13248391485851788
293,294,0.1,0.4,0.004,0.003,0.01,1.6688946056001477e-06,1.1208439189912868e-07,1.9454276609398504e-06,1.715927459812668e-09,0.6652864044168393,0.44547964113181493,0.555383022774327,0.71,13.905797101449275,0.09800144443430986,10.533684878438907,0.0827243151754731
294,295,0.1,0.4,0.004,0.004,0.001,0.09645860496024183,3.3859550839095513e-15,0.04354356993736011,3.561748127739432e-16,0.35714285714285715,0.5992063492063491,0.47817460317460314,0.59,18.669642857142858,0.057992790580836666,12.08610358521095,0.06952943136038241
295,296,0.1,0.4,0.004,0.004,0.01,8.871907661586057e-08,6.700211534009631e-10,1.7398713383149975e-07,2.045136422250355e-06,0.6714285714285715,0.48107448107448103,0.5762515262515262,0.68,12.753846153846155,0.10892090098535474,10.353046031491289,0.12113004688246662
296,297,0.1,0.4,0.004,0.005,0.001,8.781870965883768e-06,1.3417722674452583e-16,2.899969810207206e-06,7.27029734699693e-12,0.6307506053268765,0.469061070755986,0.5499058380414312,0.63,13.44915254237288,0.07561222183154187,10.378308096353303,0.10310020812390125
297,298,0.1,0.4,0.004,0.005,0.01,9.43550372978991e-08,1.4413907302747479e-10,4.782499424708427e-07,8.843396106217251e-11,0.75424192665572,0.5339354132457579,0.6440886699507389,0.62,12.60344827586207,0.08441668855965068,10.58860750047185,0.08268397722519655
298,299,0.1,0.4,0.004,0.006,0.001,3.841912604182039e-07,5.6590956620631994e-14,1.14557030889497e-06,2.0539248387216862e-07,0.7053391053391053,0.45310245310245306,0.5792207792207792,0.59,12.827272727272728,0.09488172371354062,9.544259665473454,0.1334197970163357
299,300,0.1,0.4,0.004,0.006,0.01,6.148832094985706e-07,2.4339585451897968e-09,9.072447157028578e-06,0.0008608617333446959,0.7507936507936509,0.5015873015873015,0.6261904761904762,0.62,13.875,0.12473657460590416,11.733365885371512,0.15669539657123474
300,301,0.1,0.4,0.005,0.001,0.001,2.5611710620386548e-09,9.066442468134118e-11,5.287017723415388e-10,0.007698002434310876,0.7896825396825395,0.2738095238095237,0.5317460317460316,0.76,11.430555555555555,0.13794052643275787,9.292061111043019,0.1594165820413989
301,302,0.1,0.4,0.005,0.001,0.01,6.194415348462287e-10,1.721868575176894e-05,2.575990984047803e-10,0.00011678396194483743,0.7851220090026059,0.3481402511253257,0.5666311300639658,0.72,10.962686567164178,0.1251045854440227,8.190508445954524,0.10611320605974034
302,303,0.1,0.4,0.005,0.002,0.001,1.0971151231088472e-05,5.556408620328941e-19,6.081738015397167e-05,1.5330632035579435e-12,0.6797235023041475,0.5450588837685612,0.6123911930363544,0.66,14.870967741935484,0.0732690298297517,11.795958672314828,0.10724936180693308
303,304,0.1,0.4,0.005,0.002,0.01,1.0987870880156679e-08,1.2234929014241974e-09,1.1716442323873e-07,4.560083727426094e-10,0.7736006683375104,0.42564745196324133,0.5996240601503758,0.63,11.991228070175438,0.0888431233232389,10.317967308003869,0.07436241789377351
304,305,0.1,0.4,0.005,0.003,0.001,0.0033350066908695987,3.424894269017063e-16,0.0004694032353829038,7.014611154917138e-10,0.42857142857142855,0.4920634920634921,0.46031746031746035,0.59,15.723214285714286,0.0840721789649178,10.139614515626825,0.10670035905865238
305,306,0.1,0.4,0.005,0.003,0.01,1.0515348272458441e-08,4.625817043231246e-14,4.549878090939921e-08,1.8351458872822424e-11,0.8272642390289449,0.5494864612511671,0.688375350140056,0.54,11.166666666666666,0.07449262646389014,9.155340596499318,0.08559483005907517
