,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.08157924517553189,0.13939897730421422,0.0489804826565211,0.1502808634978211,0.39712121665707834,0.0760501648973013,0.3829819390916648,0.3175898637245271,0.3502859014080959,1.0,21.974747474747474,0.7412279735576317,-0.06718110015627614,-0.060380231956361254,11.041330466550873,0.2793747643629167
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.006245042365413559,0.18648379052369077,0.02916001528304793,0.1603491271820449,0.7573363030548478,0.22201014511489028,0.4031920199501247,0.4268827930174563,0.4150374064837905,1.0,24.135,0.8227744810366043,0.024520721960514587,0.04299243229212797,11.674299764868126,0.31734705627879156
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.0012295859275957175,0.21134663341645885,0.0005829351325460101,0.2227930174563591,0.247576783326855,0.0006431289598006742,0.5519201995012469,0.5367082294264339,0.5443142144638404,1.0,25.725,0.8860935250468285,0.09201556131900715,0.12325900016067842,11.929244527630406,0.3369804140755965
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.027525255003365258,0.16107231920199502,0.003690864400563253,0.1958354114713217,0.5493702328715954,0.004046774005186052,0.431920199501247,0.2462344139650873,0.33907730673316716,1.0,24.69,0.712786456587361,0.04808024135923368,-0.09643420257237602,13.015141182484346,0.2656619005235495
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.0004122668551816644,0.22638403990024938,0.12087366711108052,0.13022443890274316,0.14804554854808483,0.7625360117460401,0.5919201995012469,0.34688279301745634,0.46940149625935157,1.0,26.28,0.7971127947316136,0.11557508071772624,0.010462321997215739,12.351178081462514,0.30183046706053596
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,5.369687112649244e-06,0.27860349127182044,0.0070915679771115115,0.18551122194513717,0.024936135690434683,0.015960279911409123,0.6519201995012469,0.4868827930174563,0.5694014962593517,1.0,27.795,0.8569195503721448,0.1798862012385541,0.0862765274334725,12.635682609182616,0.3314276673059302
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.0012983506453547304,0.211072319201995,0.002594819124245828,0.20099750623441395,0.09374112689659735,0.0002645609483742693,0.411920199501247,0.35102244389027426,0.3814713216957606,1.0,26.765,0.6912798684081268,0.13616312920129156,-0.12369709080282246,14.117091591400827,0.27415767432782406
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,5.369687112649244e-06,0.27860349127182044,0.18039502014008485,0.12049875311720698,0.014392030766917321,0.515451975971057,0.5519201995012468,0.3468827930174564,0.4494014962593516,1.0,28.22,0.7709846657650233,0.1979272746519875,-0.02265907567638804,13.471696255483199,0.3077260796220542
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,2.513717302862173e-08,0.33107231920199504,0.02556566990281902,0.1628428927680798,0.0011591096776989614,0.11268960323702452,0.6719201995012469,0.4660349127182045,0.5689775561097257,1.0,29.75,0.8335949047063776,0.2628751389403483,0.0567089734123017,13.27921307909471,0.3316446113903067
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.09949031711551014,0.1340648379052369,0.010346248843750577,0.17860349127182046,0.6562094277930901,0.008386647566323981,0.3831920199501247,0.31625935162094765,0.3497256857855362,1.0,22.725,0.7183499324586553,-0.0353331921875826,-0.08938164641666108,11.687894378372865,0.27732088983802927
