,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.4193928215859406,0.09725685785536159,0.009978977832233676,0.1814535825384991,0.17026098099189743,0.001745558517483872,0.23559657557138086,0.3515952387073552,0.293595907139368,0.98,20.917525773195877,0.7043458344808998,-0.11205972211384672,-0.10713398141066127,13.364763721896443,0.2738339401316885
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.31547226414584695,0.10617785433323906,0.19640700838142025,0.11941794997043474,0.4992831059843639,0.300593252498798,0.365940818057948,0.28578039437488745,0.3258606062164177,0.98,22.262886597938145,0.8168645840893856,-0.05494971409800491,0.035500734465270724,12.921869256017652,0.28062258798541195
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.05522930744393297,0.14840449895668992,0.0011894639269373717,0.2141075881724261,0.9274553087048432,0.014750834272233272,0.415593668889002,0.4595653722835767,0.43757952058628935,0.99,23.382653061224488,0.8581127265772264,-0.0074160929920054925,0.08778906067432263,13.610620294387791,0.3303288272470452
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.45916105240566224,0.09422320487441191,0.00013838198258380732,0.24413193819574774,0.7849289780920413,1.580894430878452e-05,0.2133326477620382,0.48826387639149543,0.3507982620767668,0.98,23.02577319587629,0.6731898280832984,-0.02256549499323635,-0.1466289823399593,14.722059178797775,0.26099111462532976
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.039530387880689674,0.15522418443686703,0.5672376239013097,0.08618759224388009,0.837153829004661,0.8089133072044902,0.29044735101022956,0.1574634841467759,0.22395541757850274,0.99,23.95408163265306,0.7822656191138164,0.01684081243782119,-0.008358742786860471,14.236000415498408,0.2929820092423358
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.004737881613869939,0.19306326021680492,0.10514903970413124,0.13428164283169627,0.40352614690831157,0.12208233361548677,0.45640999541961425,0.30032062700391876,0.37836531121176653,0.99,25.168367346938776,0.8315565366059724,0.0683867364762028,0.05412503023959923,14.112692195605817,0.304587918760171
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.30262799905471066,0.10695200773576263,4.47903076688103e-05,0.2570105348872716,0.5526475264737736,5.864254065625076e-07,0.24963102447961732,0.3880604610921676,0.31884574278589245,0.99,24.724489795918366,0.6525792046287692,0.049544318865533815,-0.17275609831566768,16.034580368591957,0.2806107982971166
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.007767115606902204,0.18492035218077255,0.04066038643095263,0.154715252684615,0.21196685944168575,0.02423673408479214,0.45371265713267844,0.3243422057102142,0.38902743142144636,0.99,25.98469387755102,0.7272904958300151,0.10303945851881222,-0.07804811559906921,14.926085589622552,0.2925162704874481
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,0.0003241252120413805,0.2320728790269225,0.5108856086047578,0.09010636673622067,0.06983406737777965,0.5699294073683027,0.535345310193903,0.3007786655809457,0.4180619878874243,0.99,27.086734693877553,0.8049049022897126,0.14982063327633505,0.02034000950699886,14.942581517227884,0.3276187545228909
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.5202418830674075,0.08977556109725686,0.0006676506472099923,0.223179165488341,0.24143665685460655,0.0006094275122932925,0.1871095457233206,0.4363832686325423,0.31174640717793145,0.98,21.298969072164947,0.6957228654092938,-0.09586761256146252,-0.11806491290265779,13.56212505659013,0.2796291757608342
10,11,0.33,0.33,0.33,0.33,0.66,1.0,1.5,0.12121503558924412,0.131449726199964,0.44515485105463987,0.09530297966424146,0.6111864637428751,0.6127898184580003,0.32470370465588605,0.25950587448903506,0.29210478957246055,0.98,22.582474226804123,0.774938661151631,-0.04138335204060193,-0.017646782076379895,13.03003675342965,0.2980563140946344
11,12,0.33,0.33,0.33,0.33,0.66,1.0,2.0,0.03516181923359004,0.15821271563359643,0.029769219007216945,0.1615034578502198,0.8535446103745565,0.016137328074814543,0.4690336015631026,0.30768439725428703,0.3883589994086948,0.98,23.912371134020617,0.8557325090363875,0.015070219101494508,0.08477177107732863,13.36521302187105,0.3058173714478801
12,13,0.33,0.33,0.33,0.33,0.66,1.25,1.0,0.4208678147408985,0.09674792610310957,5.712955984381641e-06,0.2805486284289277,0.8700737203534559,4.877400531792479e-07,0.18072166522469335,0.5198228917502161,0.35027227848745474,0.99,23.239795918367346,0.6543455277684523,-0.013480319349462125,-0.1705170137182079,14.836907509590622,0.2592793706792801
13,14,0.33,0.33,0.33,0.33,0.66,1.25,1.5,0.02333478288800836,0.16542826606952007,0.10010883741914393,0.13540129268665071,0.6572250123440084,0.16938510677851457,0.3924881673367601,0.25451676930123657,0.3235024683189983,0.99,24.413265306122447,0.7515204126411482,0.03633296858678895,-0.04733299201229952,14.152778898939449,0.28850393347572967
14,15,0.33,0.33,0.33,0.33,0.66,1.25,2.0,0.001201611126477693,0.21392946205913788,0.18210000387642866,0.12089673774746806,0.283572353303742,0.1717152983882587,0.45371265713267855,0.26810524708636574,0.3609089521095221,0.99,25.632653061224488,0.8269282461968123,0.08809547213793682,0.04825796461899025,14.452870455028565,0.3133595444120463
15,16,0.33,0.33,0.33,0.33,0.66,1.5,1.0,0.12081490360112003,0.13097358644205812,1.7100397297584224e-05,0.26828337319965395,0.4034122912132486,2.910350695568179e-07,0.24963102447961732,0.4685734642984375,0.3591022443890274,0.99,25.193877551020407,0.6495655189026338,0.06946963404003424,-0.17657640567583988,15.67684381192125,0.2752306545067806
16,17,0.33,0.33,0.33,0.33,0.66,1.5,1.5,0.004154451162664559,0.19512443381342562,0.02769885597846051,0.16222199603033233,0.17285907318980903,0.03130010050954961,0.4741208203979847,0.315741259097155,0.3949310397475698,0.99,26.209183673469386,0.7300217180721356,0.11256895708052976,-0.07458587388509365,14.950585864806703,0.292816658475871
