,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.09782170580285397,0.1343640897755611,0.3065989438760048,0.10588528678304239,0.048409166626030425,0.5230504635856021,0.26319201995012464,0.2367082294264339,0.24995012468827926,1.0,19.845,0.7718993088941165,-0.15758799555390887,-0.021499625688719146,12.160940547507005,0.2733216225936534
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.26478356778820855,0.10960099750623441,0.0111142625045154,0.1778304239401496,0.24249246179337514,0.006730794732187311,0.3631920199501247,0.28758104738154616,0.3253865336658354,1.0,21.36,0.8622911971240267,-0.09327687503308102,0.09308591085540449,12.257463032781295,0.2902754001304693
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.18191614918141444,0.11962593516209476,0.0014121160754740018,0.2104488778054863,0.5928907865690034,7.94279431913978e-07,0.34219451371571075,0.39586034912718204,0.3690274314214464,1.0,22.55,0.9290893637524527,-0.042761869475467035,0.17776279849618357,12.566522987684381,0.3279653823918454
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.436191526550567,0.09451371571072319,0.027440554012893026,0.16109725685785536,0.37116607573061844,0.05790992383868917,0.34683291770573565,0.28798004987531167,0.31740648379052366,1.0,21.865,0.7391289962850988,-0.07183983485947179,-0.06304100652006292,13.024180396477929,0.2585186396781938
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.20159306623069911,0.11688279301745635,0.10833154149754454,0.13286783042394015,0.9251659638815111,0.05886172568451477,0.3831920199501247,0.2268827930174563,0.3050374064837905,1.0,23.38,0.8400279229401927,-0.007528714338643942,0.06486380743949834,12.823439476209183,0.2916766640947063
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.047157156968528686,0.15079800498753118,0.011120534544369952,0.1777556109725686,0.6039850964142331,0.00011070047978928731,0.41092269326683295,0.2852369077306733,0.3480798004987531,1.0,24.54,0.8940127393280943,0.0417128036839041,0.133297814872887,13.175105312672079,0.2902332702433025
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.04336942241708368,0.15164588528678305,0.08326967102109342,0.1385286783042394,0.8343444235350066,0.04342054947157763,0.34319201995012466,0.24339152119700752,0.2932917705735661,1.0,23.955,0.7355196950825392,0.016879796750119063,-0.06761634754837198,13.576467692297582,0.26571084614497814
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.038023813530974775,0.15423940149625937,0.36321354084911417,0.10082294264339152,0.3999945556243343,0.8207258010515364,0.36783042394014975,0.21625935162094762,0.2920448877805487,1.0,25.155,0.7948833295553014,0.06781929815275509,0.007636134067781184,13.365383458771394,0.2745083657758175
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,0.012044045306061147,0.17605985037406482,0.08713143392895546,0.13768079800498753,0.1295065883954921,0.02228006018597797,0.41192019950124686,0.23695760598503743,0.32443890274314213,1.0,26.44,0.8505499074696098,0.12236701423807769,0.07820203132686347,13.457392020744583,0.2873946468230624
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.13464737454993128,0.12695760598503741,0.005227422496951674,0.19047381546134665,0.062442438334732835,0.026809672814145764,0.26319201995012464,0.3868827930174564,0.32503740648379054,1.0,20.05,0.7293976235351546,-0.14888583073095848,-0.07537700911608176,12.28586586285232,0.2823974700304143
