,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.5697973871425407,0.0856444746719061,0.5420817200651916,0.08755888057633694,0.13284738428910192,0.7691993278545363,0.18317841759238265,0.22630292954482484,0.20474067356860376,0.99,20.69191919191919,0.780942280883041,-0.12163662775000311,-0.010036276293153377,13.272723429115567,0.2860167793274901
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.5033779831967369,0.08962593516209476,0.06119802091484897,0.14551122194513716,0.44653054893795097,0.018056242054975528,0.23655860349127175,0.34603491271820447,0.2912967581047381,1.0,22.115,0.8546331988377177,-0.06122743873392264,0.08337822734890668,13.175518016381748,0.3169486834809119
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.30636936528232833,0.10617395904178946,0.0011543058037034072,0.21365777475503162,0.973970670264078,7.164970753649977e-05,0.30262727020831764,0.40333509660192945,0.3529811834051235,1.0,23.494949494949495,0.8974777504397842,-0.0026491560393005,0.13769024615338493,13.739917322449662,0.29188755028897917
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.8718274418126546,0.06433411420942593,0.2037273419080786,0.11748406760875589,0.6593249882607399,0.03862730780348395,0.2001561752185193,0.13249704022771353,0.16632660772311642,1.0,22.707070707070706,0.7341112834748398,-0.03609428322284937,-0.06940172456508764,14.601440724025242,0.26410673977255095
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.11115188745291546,0.13154613466334164,0.1322192269963978,0.12815461346633417,0.7200975377959775,0.1518397440040328,0.37192019950124683,0.3060349127182045,0.3389775561097257,1.0,24.24,0.8285486495618118,0.028977928333245095,0.05031207359527493,13.776697717522875,0.3143976096637451
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.05412218743030179,0.14821532028514572,0.11341666710795063,0.13194287009748357,0.3216171354655596,0.05986064270426341,0.3834353510163985,0.30091438071487947,0.34217486586563894,1.0,25.464646464646464,0.840793063399898,0.08096366191957152,0.0658337399392372,14.325976358084167,0.3068366942929057
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.25796958728173247,0.11150694691841824,0.07008024628680747,0.14336607460939488,0.4497115833226417,0.001003065161434836,0.27604458242149726,0.27492493256654277,0.27548475749402,0.99,25.03061224489796,0.7023460127457529,0.06253908963151243,-0.1096690611728139,15.197981929427243,0.24933388670274872
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.03646758500655105,0.15620040807073227,0.22154739883031302,0.11526738708783596,0.20438596542103893,0.8802350380999471,0.3026272702083176,0.24383485730119148,0.27323106375475453,1.0,26.015151515151516,0.7929410951929408,0.10433237257987171,0.005174055104019862,14.936473990874603,0.29006160913992063
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,0.002996354951897158,0.19860349127182045,0.1322192269963978,0.12815461346633417,0.05415675175185488,0.061678165496432055,0.411920199501247,0.26603491271820456,0.3389775561097258,1.0,27.27,0.8412699255462854,0.1576001693749008,0.06643823560772469,14.819989878539054,0.32591472355730855
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.6078314754177978,0.08341391419410657,0.5605423953128597,0.08664563082090691,0.18475344806122734,0.7657078544579807,0.18520026464451114,0.14484197669092574,0.16502112066771846,0.99,21.01530612244898,0.7809216277320231,-0.10790898691557284,-0.010062457319316782,13.394610186531978,0.2688875028638138
10,11,0.33,0.33,0.33,0.33,0.66,1.0,1.5,0.5549416056728111,0.0866520567268697,0.2990092167195399,0.10690445603163808,0.5413105045862607,0.27978430860901643,0.2856495125821809,0.2597546537696164,0.2727020831758986,1.0,22.393939393939394,0.8182245512734185,-0.04938657735990075,0.037224700769287536,13.268644729814115,0.2924599656375925
11,12,0.33,0.33,0.33,0.33,0.66,1.0,2.0,0.1509741053247448,0.12511650167510516,0.004952421884118066,0.19156653819995467,0.8977961249739226,0.0003027034290099046,0.3228292904103378,0.4033350966019295,0.3630821935061337,1.0,23.803030303030305,0.8876915790803117,0.01042874625683084,0.12528477794272266,13.740160516503572,0.2932688484837068
