,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.42594864548647315,0.09634078070130796,0.3432647086097922,0.10323680594432287,0.2448975237047956,0.8941083102649754,0.19257977505216553,0.2563998167845692,0.22448979591836737,0.99,21.321428571428573,0.7852452401668757,-0.09491421614959422,-0.004581617607280605,13.76168334802936,0.28875170092251673
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.17589449530600326,0.12126250031486939,0.000279680384465337,0.23310410841582913,0.9449115351184847,0.006800591963821767,0.3026272702083176,0.46177485578981836,0.382201062999068,0.99,23.424242424242426,0.8644560361062632,-0.005650641812183021,0.09583017520443847,14.489000292517908,0.31678425565788926
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.006706456642394305,0.18600997506234415,3.6654718863286075e-05,0.2579551122194514,0.5862805730418883,0.000639092558178897,0.35655860349127183,0.555860349127182,0.4562094763092269,1.0,24.605,0.8866025854549733,0.044472026676546934,0.12390431204809335,14.83143536546615,0.34144949884259485
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.28101099750206654,0.10914041427044634,0.1387515253417529,0.12766553005241998,0.6995606136759146,0.18419942233062117,0.2613364547814138,0.2626596773372691,0.26199806605934145,0.98,24.316326530612244,0.7524409123593594,0.03221795784422911,-0.046166117902626466,16.10019453474532,0.29795195945222475
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.016173556412475625,0.171515655306179,0.020827768909669454,0.16690596740472052,0.32404249221864223,0.569289090844131,0.34328320612609886,0.471749918133958,0.4075165621300284,0.99,25.484848484848484,0.8047060737775471,0.08182122928325228,0.020087963972904015,15.870443678511345,0.31718008959679533
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.0009692907535506863,0.21615154034106654,0.0022928769335958522,0.2035567646540215,0.10576733797158938,0.003722352046407617,0.423587495906698,0.47492380160709324,0.4492556487568956,0.99,26.727272727272727,0.8714058629662897,0.13456162214961773,0.10464014316992008,16.047950989014822,0.33424242487442135
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.0774868047094153,0.14173329562691211,0.03679765776838897,0.15733861223230583,0.25263191979684535,0.0038074054887758274,0.32372676556032604,0.30269686608221713,0.31321181582127156,0.98,25.835051546391753,0.7096939916226372,0.09668720373716122,-0.10035437466044528,16.809226977921412,0.28835980953116636
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.0008041517474162625,0.22055685528446925,0.08907654826853141,0.13859680695169294,0.07216196466918547,0.2939198085351708,0.42681954906548064,0.39823122605856487,0.4125253875620227,0.98,27.11855670103093,0.8175098161683788,0.1511714642580218,0.03631866476205656,16.2148546499483,0.28985671424223386
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,1.7940566140626042e-05,0.26665659084611704,0.0011745820162637243,0.2134058792412907,0.011059020138780727,0.006587448981358131,0.480969293936875,0.4345197612030529,0.457744527569964,0.99,28.6010101010101,0.8669301596298247,0.21410099513100628,0.09896650498994593,17.06463940936389,0.34399841153176813
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.6894514795454907,0.07796834444500993,0.43765163116387146,0.09547559672247952,0.5494502649230664,0.596392543371809,0.23192019950124687,0.19517532698865075,0.2135477632449488,0.98,22.397959183673468,0.7745486653192732,-0.04921593895590314,-0.01814116141257679,14.578072572075547,0.2836827567409207
