,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.2040256806436797,0.11836388410417256,0.14144687607192669,0.1277476412062627,0.31572990199402656,0.07428457915111875,0.24896521582641332,0.18469290690798773,0.21682906136720054,0.98,21.644329896907216,0.740762172484592,-0.08120718904781729,-0.06097070602347367,12.335298182532629,0.27539484165359773
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.07272270565285886,0.14309586857598272,0.3474006748980994,0.10327274597012623,0.7621226759070804,0.49854642926541004,0.31082088592950613,0.22716404864128342,0.2689924672853948,0.98,22.97938144329897,0.8075551100295056,-0.02453480561447234,0.023699552954583286,12.550910248702914,0.3022780907600312
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.05203637816875963,0.15024294932771165,0.015840374747696295,0.1732781448440754,0.6323045411194647,0.0006578097371310637,0.35205799933156795,0.33822659845232284,0.34514229889194536,0.98,24.47422680412371,0.8845571525294849,0.038920758847574025,0.12131141312959778,12.947429616743188,0.31342312892862234
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.025476172197988377,0.16513403990024939,0.039456769587023835,0.1565876974231089,0.7853092240460436,0.03133906993663061,0.39858686616791356,0.1852140482128013,0.2919004571903574,0.97,24.083333333333332,0.7312003645332962,0.02232749342790098,-0.073091759315826,13.298000058488327,0.2640260880815128
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.009839948745593132,0.18165925392703808,0.6369367556043454,0.08183150371493945,0.45642440117078353,0.8370520388524849,0.46903360156310253,0.23796179653957888,0.3534976990513407,0.98,24.989690721649485,0.7833267165238271,0.0608019879724177,-0.007013639609654975,13.340114564927013,0.2752805832172401
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.002538779157673572,0.20361467465357225,0.12241326869064288,0.13124405481142504,0.14333523212224972,0.02977630855586163,0.4484150448620717,0.25575237164819914,0.3520837082551354,0.98,26.38659793814433,0.8485523168199258,0.12010011890074386,0.07566977980660126,13.817198522997101,0.2944088934030638
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.002771860746933067,0.20227781062806902,0.007362048793796205,0.18662107617554052,0.28555131497192077,0.00013392272144016333,0.48800678715582174,0.23297426536750895,0.36049052626166533,0.98,25.628865979381445,0.6875777238142771,0.08793471208722381,-0.128390125022566,14.229394280874896,0.25206391045148946
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.0006794845438157797,0.22289636732909993,0.4531555314310599,0.09468596549862457,0.09681175158030511,0.3840513406034015,0.5292439005578836,0.2815127130627041,0.40537830681029385,0.98,26.7680412371134,0.7652760527918943,0.13629222845312808,-0.029895615295794885,13.801998558342378,0.2822970345861008
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,0.00020569605345998826,0.23901586240584108,0.28406496492989414,0.1092629251613235,0.02423065310262837,0.3604562287235754,0.5498624572589146,0.22521017045016317,0.3875363138545389,0.98,27.932989690721648,0.8141428762098208,0.1857438062752746,0.03205055366029561,14.128575428509025,0.30292057127793004
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.1904866506474194,0.12068786367414797,0.32883368596547863,0.1053875727348296,0.419663078022252,0.30916546545813334,0.3273586866167914,0.17934330839567747,0.25335099750623447,0.97,22.015625,0.7616638176691869,-0.06544586619382836,-0.03447467551639985,12.029142807894017,0.2642853664723671
10,11,0.33,0.33,0.33,0.33,0.66,1.0,1.5,0.04462881028034939,0.15340514692649818,0.06614308795190485,0.1451782913849397,0.8622883120358182,0.3684411094872949,0.39329511273362994,0.3616731367457645,0.3774841247396972,0.98,23.22680412371134,0.8136854370725505,-0.01403181563454745,0.03147067962506042,12.321095106837523,0.3013134563369691
11,12,0.33,0.33,0.33,0.33,0.66,1.0,2.0,0.026470421373661547,0.16371442527701366,0.008134439676740214,0.1849242872200941,0.6100636060254196,0.004748873729645141,0.34532226135691707,0.3775098336632645,0.3614160475100908,0.98,24.536082474226806,0.8682207514212924,0.0415465063425554,0.10060252737846638,13.118462519662735,0.31575840690371076
12,13,0.33,0.33,0.33,0.33,0.66,1.25,1.0,0.016348704818465818,0.17268683960202585,0.023285784565732465,0.16618248193948118,0.8682453864122416,0.001981155027778633,0.34532226135691707,0.2742113787695709,0.30976682006324396,0.98,23.876288659793815,0.7070372220570227,0.013538533062755537,-0.1037222362253651,13.331041004632421,0.25212161418281576
13,14,0.33,0.33,0.33,0.33,0.66,1.25,1.5,0.002843845137646558,0.20269638403990026,0.5069377387898691,0.09112635078969243,0.36070236113271914,0.978587669555358,0.39858686616791356,0.18438279301745636,0.29148482959268496,0.97,25.317708333333332,0.7881346236365262,0.07472619929779989,-0.0009188823592954648,12.966326538959697,0.27539578677485854
