,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.6948032110223004,0.0772815436157082,0.07395242959894327,0.14159046827376004,0.4536488791983718,0.001666903696968887,0.25804176427617825,0.2275120280107811,0.2427768961434797,0.99,22.12121212121212,0.704554913677597,-0.06096373676959076,-0.10686894156689974,13.92477824009462,0.2745879267389232
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.21896285833118737,0.11601099292584864,0.2074693402912195,0.11746144841976691,0.920111797691071,0.4813072720801057,0.29192325309176037,0.3003206270039187,0.29612194004783954,0.98,23.75,0.7694074591916821,0.008177631927168836,-0.02465842611574999,13.721398824984488,0.3057803122115566
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.058576035027530664,0.14657799944582986,0.03659878387789564,0.15615002896798408,0.5524207990412164,0.3619215764004984,0.3430313106123581,0.47492380160709347,0.40897755610972575,0.99,24.696969696969695,0.814916752502519,0.048376102099703416,0.03303156016380019,14.021595570134485,0.34204237321383046
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.25485026238881436,0.11188864573260726,0.008915342292082835,0.18263015929563844,0.5795155246371834,3.9910541968094924e-05,0.2732963509593363,0.3543691790930836,0.31383276502620994,0.98,24.637755102040817,0.6767891711819344,0.04586246714850665,-0.14206626473066924,15.2537684558043,0.2848662399185503
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.052112320525478255,0.14957504198686955,0.22771432635527378,0.1149931294213446,0.26209224995319863,0.16137432358128664,0.3549290040205609,0.25955519364853163,0.30724209883454623,0.99,25.73469387755102,0.7507537587900704,0.09242706239326307,-0.04830484296695517,14.775221273530871,0.28987073169017075
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.008791058965495395,0.1821204564346709,0.08111959956870253,0.13957530416383285,0.09550953723535956,0.31064616208442375,0.35950527721101283,0.35371168039497214,0.3566084788029925,0.99,26.78787878787879,0.8174873547952313,0.13713432424066002,0.03629019153792075,14.946722033304264,0.3303488443195109
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.021528541710656234,0.16698050791388874,0.004535894626237172,0.19375031808234516,0.11914522853076379,1.2223422771651517e-05,0.31085551427553576,0.3417476716372334,0.3263015929563846,0.98,26.627551020408163,0.6710393960030709,0.13032847712736714,-0.14935498373831294,16.157911947163683,0.2706090746850079
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.005562466725914672,0.1903913685174818,0.09058304654095166,0.13769148557178482,0.025047796876275237,0.0224214573058781,0.38480329787775464,0.29533309583184897,0.34006819685480183,0.98,27.948979591836736,0.7260884637769234,0.18642257093384126,-0.07957187498106627,15.530169748851907,0.2987003929795837
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,0.0012791332407531496,0.2121715912239603,0.1931000689917983,0.11884430338295675,0.007060316047225213,0.976158529105183,0.4405652535328346,0.29310561978891164,0.36683543666087315,0.99,28.833333333333332,0.7880273221773308,0.22396301981333475,-0.0010549033620052904,15.759717220454396,0.31735357060763314
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.8366659326099739,0.0672057230660722,0.004369382916299776,0.19355651275850777,0.5023004120070245,4.197774386276485e-06,0.19743570367011765,0.32852212902088207,0.26297891634549986,0.99,22.267676767676768,0.6635846700922334,-0.05474637338290537,-0.15880498843464194,14.248748506326125,0.28433756253492576
10,11,0.33,0.33,0.33,0.33,0.66,1.0,1.5,0.23569189305166885,0.11355449759439784,0.19218232887097314,0.1189702511398272,0.9085680587469651,0.3945741364298134,0.2584951762009119,0.34348472253709156,0.3009899493690017,0.99,23.77777777777778,0.7652839719405109,0.009356787052229885,-0.029885576564322627,14.10444843901381,0.3115880025072581
11,12,0.33,0.33,0.33,0.33,0.66,1.0,2.0,0.05412218743030179,0.14821532028514572,0.07405094469461909,0.14156527872238595,0.39946118115385987,0.4328509799991255,0.35950527721101283,0.383888762941132,0.3716970200760724,0.99,25.17676767676768,0.8109988660465451,0.06874332698712109,0.02806504015334448,14.212193003056457,0.33024459809962303
12,13,0.33,0.33,0.33,0.33,0.66,1.25,1.0,0.13693025232762182,0.12799633569138377,0.008711741084590215,0.18301185810982748,0.47921298663852585,6.76725459688331e-06,0.3141126774899486,0.33614942236246115,0.3251310499262049,0.98,24.93877551020408,0.6660455227748224,0.058640658401718844,-0.15568548146878125,15.37080211583957,0.2833203336725623
13,14,0.33,0.33,0.33,0.33,0.66,1.25,1.5,0.031894114459030856,0.15882012141363763,0.049279534160311264,0.15015491574095066,0.21449528163789827,0.0437398895104039,0.3393032570089927,0.3013677926396131,0.32033552482430294,0.99,25.95959595959596,0.733114136471384,0.10197406232974962,-0.07066576082588273,14.872806988445028,0.30821967993158417
14,15,0.33,0.33,0.33,0.33,0.66,1.25,2.0,0.003837940162081414,0.19559686641980906,0.2551970002567877,0.11136300662485202,0.059121004807580174,0.915181923375066,0.4605153782211139,0.28393662308874273,0.3722260006549283,0.99,27.217171717171716,0.7858580013785907,0.15535763071887562,-0.0038048490985930824,14.97391024283277,0.32897970079358413
15,16,0.33,0.33,0.33,0.33,0.66,1.5,1.0,0.06760086685944905,0.1441040256501603,0.0002651732625012757,0.23477021731385822,0.08425806948973742,1.4493858045150818e-06,0.2738052827115884,0.43600183215430804,0.3549035574329482,0.98,26.959183673469386,0.6574827326836608,0.1444061454571772,-0.1665401269035007,16.142647512764633,0.281050770620503
16,17,0.33,0.33,0.33,0.33,0.66,1.5,1.5,0.005467625653834602,0.19077306733167082,0.04306065490121951,0.15354470965443534,0.022368866952342543,0.005673849546012912,0.3725380426484809,0.2644918316453763,0.3185149371469286,0.99,28.051020408163264,0.7135088203292932,0.19075416118916735,-0.09551849610169363,15.89016667369952,0.28813927083481405
17,18,0.33,0.33,0.33,0.33,0.66,1.5,2.0,0.0007127900690093586,0.22138531222963,0.2747904071298028,0.10975113237314876,0.0055338963310831235,0.2595933620961722,0.45417069570970536,0.25507659422871387,0.3546236449692096,0.99,29.020408163265305,0.7581793585007582,0.2319042686147661,-0.038891760181839694,15.858899253973728,0.29040951626183126
18,19,0.33,0.33,0.33,0.33,1.0,1.0,1.0,0.5218130707237709,0.08929207593261744,0.0005491290231592153,0.22497328108300677,0.6368458171444183,5.874079311396565e-06,0.23248002442872412,0.4177820754236857,0.3251310499262049,0.98,22.647959183673468,0.6647507034609467,-0.038603542830354,-0.15732686288821546,14.009874284508117,0.287119418901081
19,20,0.33,0.33,0.33,0.33,1.0,1.0,1.5,0.15130492867026982,0.12552801669296149,0.1681091798083146,0.12293246475647615,0.9181778488269533,0.2182085146447337,0.27421242811338997,0.32123772202147693,0.29772507506743345,0.99,23.755102040816325,0.7547904087273258,0.008394211439935096,-0.04318777208859554,13.949296832903258,0.306932839990517
