,Sim,kcc2_S_change,kcc2_D_change,trpc3_change,tonic_CL_S_change,tonic_CL_D_change,stn_change,noise_change,KS_FR_pval,KS_FR_statistic,KS_CV_pval,KS_CV_statistic,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,0.33,0.33,0.33,0.33,0.33,1.0,1.0,0.09746889340846386,0.13451371571072318,0.5216563338147612,0.0886284289276808,0.15409270204489284,0.5582419802662515,0.44783042394014966,0.25810473815461343,0.3529675810473816,1.0,20.915,0.8042799116809798,-0.11216694013655851,0.0195477383680828,10.515477877871266,0.2648455812656938
1,2,0.33,0.33,0.33,0.33,0.33,1.0,1.5,0.013035017519987908,0.1740648379052369,0.0005681885606341851,0.22324189526184537,0.632391569072025,0.00028449663454940366,0.4365586034912719,0.435860349127182,0.43620947630922696,1.0,22.67,0.8883270046963588,-0.0376679193352034,0.12609027704860976,10.701219556667363,0.29872530433729805
2,3,0.33,0.33,0.33,0.33,0.33,1.0,2.0,0.004725951495908115,0.19124688279301746,1.1950996713031388e-07,0.31788029925187034,0.6933293363095718,4.197022935757063e-08,0.5165586034912718,0.6558603491271822,0.5862094763092269,1.0,24.295,0.9430249203949633,0.03131265548086604,0.19542824686984345,11.738205782827288,0.31547674158394406
3,4,0.33,0.33,0.33,0.33,0.33,1.25,1.0,0.033278146623630114,0.1569077306733167,0.8780884508008931,0.06356608478802993,0.8211847524374922,0.42629843137512713,0.38783042394014966,0.17840399002493762,0.2831172069825436,1.0,23.135,0.7683072488968691,-0.017928862541681995,-0.026053110853631153,11.622145886195028,0.24404484088708886
4,5,0.33,0.33,0.33,0.33,0.33,1.25,1.5,0.0012295859275957175,0.21134663341645885,0.006103714351930152,0.18795511221945138,0.5288423339247177,0.00978539357286672,0.5165586034912718,0.45670822942643385,0.48663341645885283,1.0,24.735,0.8589761570313066,0.049990472661832444,0.08888359076752828,11.683846755242898,0.29224520312572094
5,6,0.33,0.33,0.33,0.33,0.33,1.25,2.0,0.00030206381287305574,0.231072319201995,3.6654718863286075e-05,0.2579551122194514,0.15218218925680424,7.17972605064613e-06,0.571920199501247,0.5358603491271821,0.5538902743142144,1.0,26.25,0.9111846466914016,0.1143015931826603,0.15506583252626166,12.24673425856869,0.28958427595056235
6,7,0.33,0.33,0.33,0.33,0.33,1.5,1.0,0.020014284801878234,0.16648379052369078,0.1592055488222469,0.12344139650872818,0.3707861121593957,0.049241404968857594,0.4631920199501247,0.1427431421446384,0.30296758104738153,1.0,25.245,0.7383089872991444,0.07163976075795277,-0.06408049326457692,12.626657316962394,0.23678141331870953
7,8,0.33,0.33,0.33,0.33,0.33,1.5,1.5,0.0006370465512185897,0.22107231920199502,0.14630388580233974,0.1256857855361596,0.1048785363476387,0.15951562821961413,0.5119201995012469,0.235860349127182,0.37389027431421445,1.0,26.615,0.8265669914203012,0.129795691525962,0.047800018964725785,12.51636029363169,0.2820624802660418
8,9,0.33,0.33,0.33,0.33,0.33,1.5,2.0,4.300777383498073e-06,0.281072319201995,2.9233177576133986e-05,0.2606483790523691,0.019841425366910914,7.02970374774362e-05,0.6071820448877805,0.49586034912718197,0.5515211970074813,1.0,27.96,0.8996571730563648,0.18689038268141647,0.14045299748835105,12.63104904590272,0.31384638925271835
9,10,0.33,0.33,0.33,0.33,0.66,1.0,1.0,0.09746889340846386,0.13451371571072318,0.4669670022848618,0.0927431421446384,0.22773909148603094,0.5723832102927012,0.4678304239401497,0.2266832917705736,0.34725685785536164,1.0,21.32,0.8037283848619744,-0.09497485841316884,0.018848593813059613,10.614499517169897,0.2648031524550092
10,11,0.33,0.33,0.33,0.33,0.66,1.0,1.5,0.008495812440518903,0.18144638403990024,0.016142354236793985,0.17099750623441395,0.755811638407231,0.008713217043086708,0.47655860349127194,0.3367082294264339,0.4066334164588529,1.0,22.98,0.8602383274737049,-0.024508548139522513,0.09048358475133009,10.816635336369623,0.294692621446537
11,12,0.33,0.33,0.33,0.33,0.66,1.0,2.0,0.001251762473545738,0.21124688279301745,3.93023459423843e-06,0.28296758104738157,0.539359742593495,1.0425371371654674e-06,0.5565586034912718,0.5860349127182044,0.5712967581047381,1.0,24.705,0.9261428815323819,0.0487169851267665,0.17402768185335177,11.675207706931813,0.31823579465214874
12,13,0.33,0.33,0.33,0.33,0.66,1.25,1.0,0.038023813530974775,0.15423940149625937,0.04064189030229728,0.15354114713216957,0.9796366088717168,0.11609077024088664,0.4078304239401496,0.18778054862842894,0.29780548628428927,1.0,23.605,0.7478355623486941,0.00202244217435035,-0.05200410306124333,11.490930119011255,0.2543610474513861
13,14,0.33,0.33,0.33,0.33,0.66,1.25,1.5,0.0004122668551816644,0.22638403990024938,0.047260250011318894,0.1507730673316708,0.3938115178618822,0.03994178662256673,0.5719201995012468,0.23725685785536163,0.40458852867830425,1.0,25.15,0.8441073234986283,0.06760705023024399,0.07003507126549358,11.5203081556007,0.28422315787151436
14,15,0.33,0.33,0.33,0.33,0.66,1.25,2.0,3.913831025543909e-05,0.25615960099750623,1.519247049037573e-05,0.2681546134663342,0.10750782416882755,0.00020909803754859461,0.591920199501247,0.435860349127182,0.5138902743142145,1.0,26.585,0.89106584048641,0.12852220399089617,0.12956217009847104,12.25215389227543,0.30406010898016467
15,16,0.33,0.33,0.33,0.33,0.66,1.5,1.0,0.008495812440518903,0.18144638403990024,0.3602216812469758,0.10099750623441396,0.29898879079871077,0.08866335453102583,0.46319201995012477,0.1427431421446384,0.3029675810473816,1.0,25.52,0.7448751927189088,0.08331339649605676,-0.05575682411885736,12.851054431446471,0.24284531292947098
16,17,0.33,0.33,0.33,0.33,0.66,1.5,1.5,7.091412301514141e-05,0.24880299251870325,0.11591048821203746,0.13102244389027431,0.06299077283894097,0.3745261154340055,0.6319201995012469,0.3028927680798005,0.4674064837905237,1.0,27.06,0.8126288185932192,0.14868575662943948,0.030131254177185502,12.371596501664609,0.2811846233747281
17,18,0.33,0.33,0.33,0.33,0.66,1.5,2.0,2.1922344084707563e-07,0.311072319201995,0.0003970036158283468,0.22815461346633417,0.00920544065891269,0.0014399384936321475,0.6319201995012469,0.37586034912718197,0.5038902743142144,1.0,28.475,0.8753476807003611,0.20875191870004775,0.10963699973374001,12.444752910363468,0.29048764880143424
18,19,0.33,0.33,0.33,0.33,1.0,1.0,1.0,0.09746889340846386,0.13451371571072318,0.5361932443535504,0.08783042394014963,0.2607657287887197,0.3135113000426256,0.42783042394014964,0.15685785536159597,0.2923441396508728,1.0,21.47,0.7624631554592814,-0.08860742073783942,-0.033461392672644946,10.712800754237895,0.25851592841072707
19,20,0.33,0.33,0.33,0.33,1.0,1.0,1.5,0.005383465010853735,0.18892768079800498,0.007120116582924072,0.1853865336658354,0.8666840476229836,0.01730305671191434,0.4965586034912718,0.3860349127182045,0.4412967581047381,1.0,23.245,0.8546417135614002,-0.013259408246440396,0.08338902106282045,11.101462741458892,0.3105875817197321
20,21,0.33,0.33,0.33,0.33,1.0,1.0,2.0,0.0007372896171811227,0.2187281795511222,2.45345243289734e-06,0.2878304239401496,0.5100541648852828,5.803048053808464e-06,0.5965586034912719,0.5967082294264339,0.5966334164588529,1.0,24.79,0.9145872693888828,0.05232519980945324,0.15937917695442994,11.759927720866315,0.30665346460304194
