,Sim,vivo_tonic_scale,vivo_noise_scale,current_noise_scale,gstn_mu,gstn_pct,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,Avg. FR Rel. Error,Avg. CV Rel. Error,STD FR,STD CV
0,1,1.1,2,8,0.01,0.1,5.80297732295878e-05,3.953718494615345e-25,0.00019610748916335712,5.358245612991438e-30,0.47559760956175295,1.129399070385126,0.8024983399734394,0.96,18.25,0.4014764378926306,-0.2564924525239409,-0.42720015099688585,13.77667866359668,0.1871335969139226
1,2,1.1,2,8,0.01,0.2,0.0002725909707212897,8.069485953652247e-17,3.8292078105078715e-06,2.4280897042171636e-21,0.5612190413603318,0.8843389329280814,0.7227789871442066,0.98,16.891752577319586,0.4558751437295007,-0.31182764211861447,-0.34958769968372255,11.730484298481729,0.19245484074730632
2,3,1.1,2,8,0.01,0.30000000000000004,5.87781370166199e-06,1.1001202426554283e-19,0.0003293759443186066,1.5255097860215638e-22,0.5685828116107,0.9708106350109764,0.7696967233108383,0.98,18.51530612244898,0.447868442179283,-0.24568384406189026,-0.3610111283238965,14.041384547413045,0.2000366805666353
3,4,1.1,2,8,0.01,0.4,8.330610979438081e-05,6.619020340980461e-23,3.0213920834291817e-05,1.6679447937639484e-26,0.5073583218147817,0.9912187982762827,0.7492885600455321,0.99,17.602040816326532,0.42690119481710964,-0.28289040011394906,-0.39092580074179756,12.936650826646707,0.1759172225550729
4,5,1.1,2,8,0.01,0.5,3.5481073266241044e-05,2.5278320835993937e-28,4.7378273321571735e-05,1.0025295011553091e-31,0.4618326693227091,1.138565737051793,0.800199203187251,1.0,17.815,0.39961224795815314,-0.27421441324460305,-0.42985985306704166,13.27039091360914,0.17337165224358414
5,6,1.1,2,8,0.03,0.1,0.3696519541443609,8.973479187220357e-14,0.521717483148317,8.950429387802006e-20,0.2699102579580668,0.7727071511932069,0.5213087045756368,1.0,23.47979797979798,0.4657098950317599,-0.04342975281134668,-0.3355561313792737,14.073206721779345,0.21148279838637074
6,7,1.1,2,8,0.03,0.2,0.0812746374065588,9.374211910925993e-16,0.4880555301592243,5.493212153932543e-19,0.33673638778220455,0.8168990703851261,0.5768177290836654,0.97,23.359375,0.47016066855689936,-0.04833580181788665,-0.32920606407139164,15.508180489966417,0.19780986498932293
7,8,1.1,2,8,0.03,0.30000000000000004,0.0036020325550538542,1.5536766598617153e-14,0.471158180155166,1.0535092419171507e-19,0.5318318562484755,0.8075453288885275,0.6696885925685014,0.99,23.29591836734694,0.46400453570565364,-0.05092103388993962,-0.33798922451324975,17.489477410001957,0.21867017723781532
8,9,1.1,2,8,0.03,0.4,0.10215348021833544,1.3025656264756876e-16,0.4061797891072464,5.100294147449751e-22,0.4010895194731279,0.909586145215058,0.6553378323440929,0.98,23.142857142857142,0.4511245639443791,-0.0571567695411227,-0.3563655106005431,15.093585608814502,0.20119326814150765
9,10,1.1,2,8,0.03,0.5,0.2036550098551322,6.782086472238096e-23,0.31654774531452,2.7002943364883803e-26,0.37490852914871126,1.0728514513375071,0.7238799902431092,0.99,22.836734693877553,0.4236864473860235,-0.06962824084348872,-0.39551238832032376,16.028160089928853,0.20223005397347713
