,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,gTON_STN_MEAN_nS_pF,gTON_STN_SIGMA,gTON_STN_THETA,gTON_CL_S_MEAN_nS_pF,gTON_CL_S_SIGMA,gTON_CL_S_THETA,gTON_CL_D_MEAN_nS_pF,gTON_CL_D_SIGMA,gTON_CL_D_THETA,gKCC2_S_nS_pF,gKCC2_D_nS_pF,gTRPC3_nS_pF,gHCN_nS_pF,gCA_nS_pF,gL_nS_pF,gSK_nS_pF,gNAP_nS_pF,gNAF_nS_pF,gKDR_nS_pF,gSD_nS,soma_noise_intensity,soma_noise_intensity_theta,dend_noise_intensity,dend_noise_intensity_theta,Eleak_mV,CL_in_S,CL_in_D,Iapp,Iapp_dend,gpe_stim,gpe_stim_freqs,gpe_poisson,W_gpe,gpe_start_time,gpe_base_length,gpe_stim_length,gpe_post_length,str_stim,str_stim_freqs,str_poisson,W_str,str_start_time,str_base_length,str_stim_length,str_post_length,tausyn,tauexc,tausyn_dend,pre_exp_fr,pre_exp_cv,pre_exp_fr_zscore,pre_exp_cv_zscore,connections,total_weight,sim,rel_error
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,92307.0,7.0,0.0354097099254543,0.005,0.001,0.001479786,0.005,0.001,0.001479786,0.002,0.0004,0.0038346,0.00581,0.05028276,0.0,1.06154,0.035062,0.008455,0.128097,39.7854,27.1872,26.5,0.38584,0.1,0.1543199999999999,0.04,-57.8084,5.578171641441886,5.087649406938439,0.0,0.0,1.0,20.0,0.0,0.08686090993221632,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.587665808556268,5.0,0.0,4.0,0.1035066399256608,-0.3414357566149363,0.021572847003538,1.0,0.236075,924.0,0.0152651620365879
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,78859.0,59.0,0.0195888932813881,0.005,0.001,0.000500808,0.005,0.001,0.000500808,0.002,0.0004,0.00199716,0.003026,0.0623766,0.0,0.533496,0.03053,0.007169,0.115043,12.8204,60.4706,26.5,0.08768,0.1,0.03504,0.04,-55.5179,5.072394245443907,4.734455248150953,0.0,0.0,1.0,20.0,0.0,0.10683833385249215,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.102478294242456,5.0,0.0,3.0,0.3560571026154536,-0.90280820983851,1.1003922868336986,2.0,0.651833,789.0,0.0776641284698416
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,210.0,118476.0,76.0,0.0168130783144989,0.005,0.001,0.000432432,0.005,0.001,0.000432432,0.002,0.0004,0.00506484,0.007674,0.03825492,0.0,0.675808,0.043778,0.00805,0.169077,19.2961,52.2104,26.5,0.08496,0.1,0.0339999999999999,0.04,-56.3618,4.404324179930962,4.2819363558269306,0.0,0.0,1.0,20.0,0.0,0.0910477278693927,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.552661043644706,5.0,0.0,4.5,0.3945991857359928,-0.5907453937081006,1.016948331832718,2.0,0.924156,1185.0,0.0424577275202442
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,120.0,103267.0,67.0,0.0280992829689334,0.005,0.001,0.00120582,0.005,0.001,0.00120582,0.002,0.0004,0.00061644,0.000934,0.0607662,0.0,0.810504,0.043855,0.008438,0.192658,34.6124,54.8244,26.5,0.07768,0.1,0.03112,0.04,-58.3522,9.29052334863912,8.10670785064912,0.0,0.0,1.0,20.0,0.0,0.04608504706271312,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382789272283847,5.0,0.0,3.0,0.2462019474422914,-1.2643904176053913,0.5350486046522148,2.0,0.864421,1033.0,0.0570580155796216
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,108.0,40340.0,40.0,0.0300644629682772,0.005,0.001,0.002073456,0.005,0.001,0.002073456,0.002,0.0004,0.00103026,0.001561,0.0641355,0.0,0.670463,0.05095,0.009722,0.164694,36.7917,51.0825,26.5,0.84984,0.1,0.33992,0.04,-58.5843,9.37356661394739,8.184833720501459,0.0,0.0,1.0,20.0,0.0,0.02589301355497431,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.613545039434997,5.0,0.0,4.0,0.1255235477773912,-0.9693743240202708,-0.4991599899044349,3.0,0.678953,404.0,0.0031166807798857
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,234.0,133404.0,4.0,0.024221658275666,0.005,0.001,0.001351812,0.005,0.001,0.001351812,0.002,0.0004,0.00234168,0.003548,0.04825722,0.0,0.431631,0.05657,0.009046,0.201649,52.7922,43.0445,26.5,0.04736,0.1,0.0189599999999999,0.04,-57.4641,6.231328607284946,5.560494413893389,0.0,0.0,1.0,20.0,0.0,0.03249697743069151,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.202495498631861,5.0,0.0,5.0,0.2721036955415562,-0.3899621993739819,0.826815183283352,2.0,0.7956460000000001,1335.0,0.0008177599215028
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,66110.0,10.0,0.0211872662692394,0.005,0.001,0.000382998,0.005,0.001,0.000382998,0.002,0.0004,0.00210012,0.003182,0.06620988,0.0,1.19935,0.015899,0.010233,0.210238,29.0481,18.641,26.5,1.0852,0.1,0.43408,0.04,-56.5581,4.8024390609234135,4.549902511616351,0.0,0.0,1.0,20.0,0.0,0.02790240192785241,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.095829608745212,5.0,0.0,3.5,0.0872836680596964,-0.5687580516638726,-0.2804324911293014,3.0,0.71033,662.0,0.0382155270387607
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,185.0,81528.0,28.0,0.0376447565415193,0.005,0.001,0.003021018,0.005,0.001,0.003021018,0.002,0.0004,0.00326898,0.004953,0.0746592,0.0,0.548279,0.036129,0.009109,0.134614,32.0256,51.2327,26.5,0.81792,0.1,0.3272,0.04,-59.4177,7.241399120003895,6.335609435711981,0.0,0.0,1.0,20.0,0.0,0.09848465668786846,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549789322331575,5.0,0.0,4.0,0.2502248238373493,-0.5753229731691537,0.6737822922654476,2.0,0.622449,816.0,0.0254303052102637
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,188.0,58164.0,64.0,0.0383160656856307,0.005,0.001,0.002673594,0.005,0.001,0.002673594,0.002,0.0004,0.00250338,0.003793,0.04929078,0.0,0.636782,0.044076,0.010724,0.15529,50.4488,63.0627,26.5,0.61384,0.1,0.24552,0.04,-60.5303,7.602793642367858,6.6274858628720255,0.0,0.0,1.0,20.0,0.0,0.05295843448038341,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38986649642146,5.0,0.0,3.0,0.1471589176676803,-0.7329459941620562,0.0061029771133743,2.0,0.090351,582.0,0.0240742555080489
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,103745.0,45.0,0.01632018753341,0.005,0.001,0.000499422,0.005,0.001,0.000499422,0.002,0.0004,0.00053856,0.000816,0.0681516,0.0,0.677797,0.039555,0.008847,0.149091,38.5793,40.4266,26.5,0.86944,0.1,0.34776,0.04,-57.1206,7.249728419223316,6.342245788103543,0.0,0.0,1.0,20.0,0.0,0.07826434560446226,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.430819062108696,5.0,0.0,8.5,0.2896728434639072,0.0929826880266719,1.1388045429097051,1.0,0.40011,1038.0,0.007382733772461
